,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.custom_verify,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score
6,BS,7083935190178860294,1649357191,Anything for the princess 👸🏻 #fypシ #viral #itrieditiprimedit #relationshipgoals #boyfriend #blackluxury #nyclife #duet #xyzbca #couples #couplegoal #relationships #rufflesownyourridges #quotes #trending #duet #stitch,6688381853701964805,Sean-Ryan,Keep up with me🤷🏾‍♂️,,0,False,https://www.tiktok.com/@keepingupwithseanryry/video/7083935190178860294?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083935190178860294&source=h5_m,842272,541,5428,2007,101000,7075799230618831662,7075799230618831662,72,7075799230618831662,original sound - hipswitus,hippssss 🔥,6931909253486494725,hippssss 🔥,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7075799255071394606.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/d317cb142ffdf45a8629c0e316912234.json,False,False,Justin Timberlake,Set the Mood Prelude / Until the End of Time,original sound - hipswitus (Contains music from: Set the Mood Prelude / Until the End of Time - Justin Timberlake),"Contains music from: ""Set the Mood Prelude / Until the End of Time""",[],0,0
7,BS,7085289857693650182,1649672600,Reply to @dellia231 . I make and source quality crochet bundles. Www.shopcrochetbundles.com. Link is in my bio #BeautybyBekuh #CrochetBundles #CrochetVixen #CrochetBraids #AtlCrochetBraids #refinededgecontrol #BahamaDimes,6910242501706466305,Beauty By Bekuh,"Link below for Appointments, Crochet Bundles, Crochet Classes",,0,False,https://www.tiktok.com/@beautybybekuh_/video/7085289857693650182?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085289857693650182&source=h5_m,735642,372,1192,1359,65796,7039991255066576897,7039991255066576897,10033,7039991255066576897,You're The One I Love,Shenseea & Rvssian,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/890d3db01bdb4b91953ec71bc52c3cab,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/8f7fc39bdf47459ea20287a7e90153f6,True,True,,,,,[],0,0
0,BS,7090381408262212870,1650858071,#fypシ #bahamiantiktok #bahamas,6776363301876499462,•𝓶𝓪𝓻𝓲𝓲🫀🔓•,"11k BABIES🫶🏼 
Tha💩Show🤭",,0,False,https://m.tiktok.com/v/7090381408262212870.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090381408262212870&source=h5_m,57349,83,118,1066,8150,7085228186300189442,7085228186300189442,72,7085228186300189442,Fax,Tik Toker,6916983067555496965,Tik Toker,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7085228138908764930.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c628a7aea5e84fb68052bbc45b6c7a37.json,False,False,,,,,[],0,0
1,BS,7089681841061498117,1650695193,,7033186593117717509,Prettyfacemilia,"Main Acc
       👇🏼",,0,False,https://m.tiktok.com/v/7089681841061498117.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089681841061498117&source=h5_m,43793,57,37,308,4074,7063264524257774382,7063264524257774382,72,7063264524257774382,original sound - .red_flags,🚩🚩🚩🚩🚩🚩🚩🚩🚩,7035051597349782534,🚩🚩🚩🚩🚩🚩🚩🚩🚩,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7063264530452810543.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/e0a22854eabfea23d9bc8f8a9681e079.json,False,False,,,,,[],0,0
2,CA,7101809147263339782,1653518797,"Don’t try me Elizabeth, I might have a fucked up back but I can throw it farther than you can. Do you want some pain meds before we get started? #nurse #nursesoftiktok #nurselife #nurses #nursehumor #nursing #nursingstudent #nursingschool #nursetiktok #nurseproblems #medicalhumor #medicaltiktok #hospitallife #hospitaltiktoks #healthcareworker #healthcarehumor #cnalife #cna #cnahumor #travelnurse #ernurse #dementia #dementiaawareness #alzheimer #fyp #fypシ #foryou",1311438,Jc Dela Cruz,"No real patient/work scenario
Ads/Collab DM me
📩: nurse.johnnbiz@outlook.com",,0,False,https://m.tiktok.com/v/7101809147263339782.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101809147263339782&source=h5_m,2912404,2078,5953,4730,686835,7092462353081699118,7092462353081699118,72,7092462353081699118,Dance,Sean,6897866634058679302,Sean,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7092461919159798574.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4f3d1114a4189e2ffa3bb3039c9b1d30.json,False,False,,,,,[],0,0
3,US,7101887784176258350,1653537105,Reply to @silly_nasx  8th floor drop coming soon😈🐒 #monkee #monkeegang #monkey #monke #funny #comedy #saturdaynight #happysunday #multiversus #msa #megaconorlando #travisbarker #thunderstorm #texttospeech,7071406889279751210,monkee🙉🧍🏻‍♀️,"🙉THE ORIGINAL MONKEE🙉
🔥hottest selling toy on tiktok🔥
now 30% OFF ⬇️🐒🫡",,0,False,https://m.tiktok.com/v/7101887784176258350.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101887784176258350&source=h5_m,1791439,1661,1175,863,246149,6993080813474547713,6993080813474547713,10033,6993080813474547713,Monki (Doesn't Wear Any Pants),Sposato,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/dd6b4575507144eebc5b51a2086bfc90,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/8e744ae13fe34f389c217c2bebced09a,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1494592152', 'external_song_key': 'apple_song_id'}]",0,0
4,BS,7096139236440591621,1652198668,,3555290,Latoya Dean,"Ig: @latoyalaughs
Fb: Latoya Laughs
Youtube: Latoya Laugh",,0,False,https://m.tiktok.com/v/7096139236440591621.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096139236440591621&source=h5_m,55716,57,69,223,4680,7096139233051626246,7096139233051626246,72,7096139233051626246,original sound - latoyadean,Latoya Dean,3555290,Latoya Dean,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096139245987449605.mp3,,False,False,,,,,[],0,0
5,US,7103173146441862446,1653836377,@Wuz Good,5879353,Splack,⬇️Live Right now⬇️,Verified account,0,False,https://m.tiktok.com/v/7103173146441862446.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103173146441862446&source=h5_m,69712,31,26,31,10758,7088097553489906438,7088097553489906438,72,7088097553489906438,original sound - lord..xp,LORD.xp,6926325506649900037,LORD.xp,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7088097541383850758.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1dc2a1e2eda86a9b346b4e9884a709b0.json,False,False,Bammbreezy Montana,Look At Me (Freestyle),original sound - lord..xp (Contains music from: Look At Me (Freestyle) - Bammbreezy Montana),"Contains music from: ""Look At Me (Freestyle)""",[],0,0
6,BS,7079206443567566086,1648256194,orrr shoot #fyp #edit #fx #zyxcba #edits #lyrics #fypシ #lyrics_songs #lyricsvideo #foryoupage #foryou #blowthisup #lyric #viral #vsp #bahamaineditor #editor #vspedit #bahamas🇧🇸 .,6918153242641089542,rjay.fx,"Boy Editor .
Growing 🔥.
5K ? 🥰

Saves are off until further notice . 🫡",,0,False,https://m.tiktok.com/v/7079206443567566086.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079206443567566086&source=h5_m,50379,66,193,1379,4853,7079206410025814790,7079206410025814790,72,7079206410025814790,original sound - rjay.fx,rjay.fx,6918153242641089542,rjay.fx,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7079206419672648453.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a82e05d81a9d2baf68b21f7cbaab696e.json,False,False,Father Philis,Brawling,original sound - rjay.fx (Contains music from: Brawling - Father Philis),"Contains music from: ""Brawling""",[],0,0
7,BS,7070328665803984133,1646189177,Wanna know what I supposed to do bout tht??,7003473533428450310,Diorr.~bb🥰💕,"CEO of Nay._diorrr💖.
2nd account💕.
🇧🇸.",,0,False,https://m.tiktok.com/v/7070328665803984133.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7070328665803984133&source=h5_m,39668,93,16,114,2374,7014221281377716998,7014221281377716998,72,7014221281377716998,im fresher than a motherfuker,amp editor 🤞🏽,6990155350285501446,amp editor 🤞🏽,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7014221358825556741.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1bebb2364cd20eaea24b7f894de1ad50.json,False,False,Chris Brown,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),im fresher than a motherfuker (Contains music from: Look At Me Now (feat. Lil' Wayne & Busta Rhymes) - Chris Brown),"Contains music from: ""Look At Me Now (feat. Lil' Wayne & Busta Rhymes)""",[],0,0
0,BS,7097654580560923910,1652551486,We need answers ! Don’t hide . We need answers! Children must be protected! #fyp #freeport #bahamiantiktok #saveourchilren,6968492614539412486,pridebahamas,,,0,False,https://www.tiktok.com/@pridebahamas/video/7097654580560923910?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097654580560923910&source=h5_m,51689,113,106,144,2464,7097654556749810438,7097654556749810438,72,7097654556749810438,original sound - pridebahamas,pridebahamas,6968492614539412486,pridebahamas,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097654568163429126.mp3,,False,False,,,,,[],0,0
1,BS,7095359845527817477,1652017201,We miss you so much Cam❤️#cameronboyce #dovecameron #libbyboyce #debbyryan #sofiacarson #chinamcclain #trending #foryou #viral #fyp #rip #fypシ,7043070621710713861,Cameron.boyce🖤,Follow pls🤍,,0,False,https://www.tiktok.com/@sanaya34562/video/7095359845527817477?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095359845527817477&source=h5_m,207669,3772,158,210,29257,6827289795509618689,6827289795509618689,10033,6827289795509618689,Hold On,Extreme Music,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/5bffd797eb0d48158c5015ac21950b40,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/12c45b3254df47c2ba44ce79c0113357,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1023061189', 'external_song_key': 'apple_song_id'}]",0,0
2,US,7085442930332290347,1649708239,,6823956975471969286,Andy’s Life,"Menace to Society 
Just Being Me 💯🤯🔥😳
Back Up Account: @andysdoublelife247",,0,False,https://www.tiktok.com/@andyslife247/video/7085442930332290347?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085442930332290347&source=h5_m,3053328,2498,1729,1915,310099,6834322610956897030,6834322610956897030,72,6834322610956897030,original sound - w.harris28,Warren🖤,6721929917254910981,Warren🖤,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6834322530006829830.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/0712b701731ff70273156192cb0b9d16.json,False,False,Kodak Black,Pimpin Ain't Eazy,original sound - w.harris28 (Contains music from: Pimpin Ain't Eazy - Kodak Black),"Contains music from: ""Pimpin Ain't Eazy""",[],0,0
3,US,7077810249083784494,1647931118,@hungrymaeum was disappointed that Haraboji didn’t choose the spam 😂 #hungryfam #familytime #FamilyFun #familygoals #familythings #familytiktok #familygames #maeum #mysterybox #appa #umma #sarang,6714837916093121542,Hungry FAM,"UMMA @juliehlin
APPA @hungryoc
Sarang @hungrysarang
Maeum @hungrymaeum",Verified account,0,False,https://www.tiktok.com/@hungry_fam/video/7077810249083784494?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077810249083784494&source=h5_m,3459960,129,112,538,170404,7077810192569846574,7077810192569846574,72,7077810192569846574,original sound - hungry_fam,Hungry FAM,6714837916093121542,Hungry FAM,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7077810237935242030.mp3,,False,False,,,,,[],0,0
4,GB,7093603252519881989,1651608213,Who should I do next? All Designs on the website ❤️ #tattooartist #tattooideas #tattoodesign #bestfriendtattoos #matchingtattoos #aries #ariestiktok #zodiactattoos #goddesstattoo #rubyrosedesigns #oppositetattoos,6813037243188954117,RubyRose Designs,"NEW Merch & Tattoo designs 
For any design head to the website & insta 🖤",,0,False,https://www.tiktok.com/@rubyrose_designs/video/7093603252519881989?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7093603252519881989&source=h5_m,689233,1152,190,751,23955,7078250744465443589,7078250744465443589,10036,7078250744465443589,Low Down,venbee & Dan Fable,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/65c69fc97c3d43e18bf91031805bd50e,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/7eacb9c58dee40438c5c198142c7da40,True,True,,,,,[],0,0
5,BS,7092144048118500613,1651268465,#comdey #foryoupage #abruknanahi #shavado2gucci #fyp #242 #bahamas #viral #abcxyz,6808327328272466950,Gucci,Shavado2Gucci Comedy,,0,False,https://www.tiktok.com/@shavado2gucci/video/7092144048118500613?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092144048118500613&source=h5_m,18575,43,41,77,595,7091899949881068294,7091899949881068294,72,7091899949881068294,original sound - sweet_tyyy,sweety,6811138249298609157,sweety,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7091899978112568069.mp3,,False,False,,,,,[],0,0
6,US,7102312744321305898,1653636051,Late night TikTok’s with siah 😂 look at the filter on him 😂 #fyp,6780497853544285189,Sierra Renea,"y’all should follow me on Instagram @ sierraslaays , email sierrafraser.sf@gmail",,0,False,https://www.tiktok.com/@sierrareneaa/video/7102312744321305898?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102312744321305898&source=h5_m,77589,34,5,0,16613,7089570059206773550,7089570059206773550,72,7089570059206773550,EVIL TWINNN,D🐐,6908605973532099589,D🐐,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7089568456416299822.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/27b98a00d2b09d03c76c2d55e2e82770.json,False,False,Liberia Sig,Detroit Flow,EVIL TWINNN (Contains music from: Detroit Flow - Liberia Sig),"Contains music from: ""Detroit Flow""",[],0,0
7,BS,7085851012367535365,1649803253,Cuss we did 🤪🤪🤪 #roseshaquon #fyp #tireshine_roseshaquon #viralvideo #funnyvideos #funnyviralvideos,6964210160777872390,roseshaquon1,Follow my other socials if you support me Instagram & YouTube an other links⬇️🎀,,0,False,https://www.tiktok.com/@rose_shaquon1/video/7085851012367535365?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085851012367535365&source=h5_m,195490,469,870,1155,9624,7072935706494077739,7072935706494077739,72,7072935706494077739,Cause we did,Mahj,6210229,Mahj,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7072935724592466731.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/cd89bfd67ac86d1ebaf86c7d4c74511d.json,False,False,Wolfpinkie,WhenTheBeatdrop,Cause we did (Contains music from: WhenTheBeatdrop - Wolfpinkie),"Contains music from: ""WhenTheBeatdrop""",[],0,0
0,BS,7091752809011399941,1651177373,He get more wine den Bristol 😂😂😂😂😂#bahamiantiktok #funnymoments,6870819097983353862,Cameron Johnson,hard times show real people 💯💰🏃‍♂️🇧🇸,,0,False,https://www.tiktok.com/@cjjohnson242/video/7091752809011399941?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091752809011399941&source=h5_m,46822,180,391,597,1985,7091752782092389126,7091752782092389126,72,7091752782092389126,original sound - cjjohnson242,Cameron Johnson,6870819097983353862,Cameron Johnson,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7091752803361655557.mp3,,False,False,,,,,[],0,0
1,BS,7072440414552231174,1646680855,Reply to @milababewiz  💀,6580746989712703493,KNAILS,"🇧🇸Nassau, Bahamas 🇧🇸 
🚫#NoWHITEtoes🚫
 ✨ Book on ig- follow my ig✨",,0,False,https://www.tiktok.com/@knailspot/video/7072440414552231174?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072440414552231174&source=h5_m,49617,17,3,10,2541,6907676752047540998,6907676752047540998,72,6907676752047540998,original sound - rykohio,RYKO†††,6776834,RYKO†††,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6966328767539153670.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/cc7eaa4c9568f0dfe75d1ffac7150606.json,False,False,,,,,[],0,0
2,US,7102205443526774062,1653611065,Crab Roll w/ @drinkolipop 🦀🤤 #olipoppartner #candicecooks #lobsterroll,6967067536576381958,2021summertiktoks,"THE ORIGINAL
COOKBOOK AVAILABLE ON AMAZON‼️⬇️
📧: contactcandicecooks@gmail.com",,0,False,https://www.tiktok.com/@mariandcandicee/video/7102205443526774062?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102205443526774062&source=h5_m,401204,173,92,40,54908,7096990647504145195,7096990647504145195,72,7096990647504145195,original sound - jhacari,jhacari,6743923900290499590,jhacari,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7096990681817762602.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/36dbeb74c406cf7bc3cd4bde78d49932.json,False,False,Jhacari,Come Over (Sped Up - TikTok Version),original sound - jhacari (Contains music from: Come Over (Sped Up - TikTok Version) - Jhacari),"Contains music from: ""Come Over (Sped Up - TikTok Version)""",[],0,0
