,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_foryou,hash_fyp,hash_fypシ,hash_on,hash_viral,hash_дуэт,hash_казахстан,hash_рек,hash_рекомендации,hash_хочуврек
0,KG,7095814793998667009,1652123126, ,7083194062246085634,the.raati,,0,False,https://www.tiktok.com/@the.raati/video/7095814793998667009?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095814793998667009&source=h5_m,2973357,1638,5101,13449,321058,7095814790479629058,7095814790479629058,72,7095814790479629058,original sound - the.raati (Contains music from: Қураған гүл - QARAKESEK),"Contains music from: ""Қураған гүл""",7.083194062246086e+18,the.raati,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7095814787762424578.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/184a853b22e45c772229ee458dc086c4.json,False,False,QARAKESEK,Қураған гүл,original sound - the.raati (Contains music from: Қураған гүл - QARAKESEK),"Contains music from: ""Қураған гүл""",[],0,0,Kazakhstan,,0,0,0,0,0,0,0,0,0,0
1,KG,7097993861816995074,1652630481,ну и легендарное🤍 @f4team.q,7070852421391746050,4girls.team,"Goal 2million 🍋
🇰🇬Bishkek/Kyrgyzstan🇰🇬
(единственный аккаунт)",0,False,https://www.tiktok.com/@4girls.team/video/7097993861816995074?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097993861816995074&source=h5_m,9909228,6468,7338,26954,1240686,7076716994933967642,7076716994933967642,72,7076716994933967642,Despacito Magik Edit (Contains music from: Despacito - Remix - Luis Fonsi & Daddy Yankee),"Contains music from: ""Despacito - Remix""",6.768412728564254e+18,Kuya Magik,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7076714810171853594.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6946d05949572c299c69050a50227934.json,False,False,Luis Fonsi & Daddy Yankee,Despacito - Remix,Despacito Magik Edit (Contains music from: Despacito - Remix - Luis Fonsi & Daddy Yankee),"Contains music from: ""Despacito - Remix""",[],0,0,Kazakhstan,,0,0,0,0,0,0,0,0,0,0
2,KZ,7102005879645539586,1653564601,Моя трудяга❤️ #отношения #рекомендации #любовь #поддержка,6908729576961197061,Riza & Zangar,"Riza & Zangar💕
Наш inst: @rizangar_🌸
Алматы✨
для рекламы и сотруд-ва в direct",0,False,https://www.tiktok.com/@rizangar_/video/7102005879645539586?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102005879645539586&source=h5_m,1628181,581,676,23,191339,6790006332381464577,6790006332381464577,10033,6790006332381464577,Sweater Weather,James Harris,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/099f96ed2f99439eae5666f9c503ea72,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/c1311943009741a1a2d0445c2c6d07fb,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '956835596', 'external_song_key': 'apple_song_id'}]",0,0,Kazakhstan,#отношения #рекомендации #любовь #поддержка,0,0,0,0,0,0,0,0,1,0
3,KZ,7101677272142220545,1653488091,"Темирлан безумно храбрый чувак, потому что так ходить у нас в стране надо иметь смелость ✊🏼#темирлан #выпускной #2022 #астана #казахстан #самовыражение",6918753273416762373,Askhat Niyazov,Журналист. Автор и ведущий программы «Акимы»,0,False,https://www.tiktok.com/@asshot.inc/video/7101677272142220545?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101677272142220545&source=h5_m,1759741,4091,5530,5018,79169,7101677282657307393,7101677282657307393,72,7101677282657307393,original sound - asshot.inc,Askhat Niyazov,6.918753273416762e+18,Askhat Niyazov,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7101677267067439873.mp3,,False,False,,,,,[],0,0,Kazakhstan,#темирлан #выпускной #2022 #астана #казахстан #самовыражение,0,0,0,0,0,0,1,0,0,0
4,KZ,7102065664910707969,1653578521,Снимайте тиктоки 😂👍 #ик #иринакайратовна #марк #алдик,6780950102057436165,_ballen.sk_,,0,False,https://www.tiktok.com/@_ballen.sk_/video/7102065664910707969?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102065664910707969&source=h5_m,1737635,0,576,1576,210143,7102065670824774401,7102065670824774401,72,7102065670824774401,original sound - _ballen.sk_,_ballen.sk_,6.780950102057436e+18,_ballen.sk_,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102065629708045058.mp3,,False,False,,,,,[],0,0,Kazakhstan,#ик #иринакайратовна #марк #алдик,0,0,0,0,0,0,0,0,0,0
5,KZ,7090251748245261570,1650827879, ,6853309911129162757,abu…,"Member of :
@satori.sedai 
@the.yoloteam.live
✨collaboration@theyolohouse.come",0,False,https://www.tiktok.com/@sambussinov/video/7090251748245261570?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090251748245261570&source=h5_m,32946310,57304,147451,334087,6048571,7082084766517824261,7082084766517824261,72,7082084766517824261,Nn (Contains music from: Love Story - Indila),"Contains music from: ""Love Story""",6.954453706083534e+18,.,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7082084769500039942.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ad06f468364f6873b81bb545d33de4e4.json,False,False,Indila,Love Story,Nn (Contains music from: Love Story - Indila),"Contains music from: ""Love Story""",[],0,0,Kazakhstan,,0,0,0,0,0,0,0,0,0,0
6,KZ,7103246884248096001,1653853546, ,6749934447435777030,Darina Tleulessova,,0,False,https://www.tiktok.com/@darina_wow_/video/7103246884248096001?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103246884248096001&source=h5_m,1302358,2166,3441,2687,62545,221266556939395072,221266556939395072,71,221266556939395072,Ocean,Elsa & Emilie,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/9c322bf6bb21475498e4a65aad9dfad2,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/4f01892c613a4719893e1d0fe60e7941,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1186248157', 'external_song_key': 'apple_song_id'}]",0,0,Kazakhstan,,0,0,0,0,0,0,0,0,0,0
7,KZ,7103176274989812993,1653837105, ,6534730685184218112,t.val_27,"#помешанная_на_танцах
from Kazakhstan 🇰🇿 Almaty
inst:officialtashtemirova",0,False,https://www.tiktok.com/@t.val_27/video/7103176274989812993?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103176274989812993&source=h5_m,1822036,1613,881,51,153451,7085303388732132097,7085303388732132097,72,7085303388732132097,original sound - resmismit (Contains music from: Маяк - Nurik Smit),"Contains music from: ""Маяк""",7.536637829101568e+16,nuriksmit,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7085303378686790401.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/357712da1f6f28cfc1b9740d91acf909.json,False,False,Nurik Smit,Маяк,original sound - resmismit (Contains music from: Маяк - Nurik Smit),"Contains music from: ""Маяк""",[],0,0,Kazakhstan,,0,0,0,0,0,0,0,0,0,0
0,KZ,7103479065771773185,1653907604,#иярекбілем #рекомендации,7089115858488738821,Асет ағай,Төмендегі сілтемеге қосыл.,0,False,https://www.tiktok.com/@aseke_math/video/7103479065771773185?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103479065771773185&source=h5_m,356538,286,3309,144,28580,7099393877441792770,7099393877441792770,72,7099393877441792770,original sound - betterzhan (Contains music from: Boztorgaiym - Qanay),"Contains music from: ""Boztorgaiym""",6.871058152801846e+18,BETTERZHAN,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7099393869829901058.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9160efaf3fb4590843417c468fceff35.json,False,False,Qanay,Boztorgaiym,original sound - betterzhan (Contains music from: Boztorgaiym - Qanay),"Contains music from: ""Boztorgaiym""",[],0,0,Kazakhstan,#иярекбілем #рекомендации,0,0,0,0,0,0,0,0,1,0
1,KZ,7090482568373587201,1650881622,давайте признаем что она - Королева👑,7033061277321020417,soulliver,"178 y.o
for jaqsy konil kui
мой трек ""AUA"" 👇🏻",0,False,https://www.tiktok.com/@soulliverr/video/7090482568373587201?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7090482568373587201&source=h5_m,2857548,3070,3245,4823,172463,7090482547473320706,7090482547473320706,72,7090482547473320706,original sound - soulliverr,soulliver,7.03306127732102e+18,soulliver,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7090482534739446530.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8c0ca0f5e8dc22fe2b2634880bff72f4.json,False,False,,,,,[],0,0,Kazakhstan,,0,0,0,0,0,0,0,0,0,0
2,KZ,7098631987967036674,1652779056,⚠️FAKE SITUATION⚠️,6715405212578087941,zhekafatbelly01,5 миллиона сладких булочек ❤️,0,False,https://www.tiktok.com/@zheka_fatbellyy/video/7098631987967036674?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098631987967036674&source=h5_m,3775765,1874,920,3530,378397,7082084766517824261,7082084766517824261,72,7082084766517824261,Nn (Contains music from: Love Story - Indila),"Contains music from: ""Love Story""",6.954453706083534e+18,.,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7082084769500039942.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ad06f468364f6873b81bb545d33de4e4.json,False,False,Indila,Love Story,Nn (Contains music from: Love Story - Indila),"Contains music from: ""Love Story""",[],0,0,Kazakhstan,,0,0,0,0,0,0,0,0,0,0
3,KZ,7097986450427317505,1652628755,"#Рек па, ағайын?!🤩🤩🤩",6550794677712551937,sds_fan,,0,False,https://www.tiktok.com/@dauren_sergazinfan/video/7097986450427317505?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097986450427317505&source=h5_m,3788901,5182,1846,5808,306595,7097986440776174338,7097986440776174338,72,7097986440776174338,original sound - dauren_sergazinfan (Contains music from: Sea Shanty Medley - Home Free),"Contains music from: ""Sea Shanty Medley""",6.550794677712552e+18,sds_fan,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7097986419167103746.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/65624c8628c55ea1d13969bc6f3ef85a.json,False,False,Home Free,Sea Shanty Medley,original sound - dauren_sergazinfan (Contains music from: Sea Shanty Medley - Home Free),"Contains music from: ""Sea Shanty Medley""",[],0,0,Kazakhstan,#Рек,0,0,0,0,0,0,0,1,0,0
4,KZ,7102801171684887810,1653749770,@dashon_s  часть #2 @tenlikovak @resmismit0 #нуриксмит #хаха #ауру #кем #нурик #тенликова #rge,6973383595681399814,dashon_s,"Цель 10 к 🙏🥹 
Буйырса смело добьём",0,False,https://www.tiktok.com/@dashon_s/video/7102801171684887810?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102801171684887810&source=h5_m,1817113,4193,1321,1834,108271,7102801173220051713,7102801173220051713,72,7102801173220051713,original sound - dashon_s,dashon_s,6.9733835956814e+18,dashon_s,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102801184649382658.mp3,,False,False,,,,,[],0,0,Kazakhstan,#2 #нуриксмит #хаха #ауру #кем #нурик #тенликова #rge,0,0,0,0,0,0,0,0,0,0
5,KZ,7089021723374390529,1650541493,❤️❤️❤️,6830732632230315014,S H A I H Y  M A G A 🇰🇿,,0,False,https://www.tiktok.com/@magashaihy/video/7089021723374390529?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089021723374390529&source=h5_m,20765662,12164,16582,43916,1647191,7089021717745634049,7089021717745634049,72,7089021717745634049,original sound - magashaihy (Contains music from: User16122021Wsl - Bytes),"Contains music from: ""User16122021Wsl""",6.830732632230315e+18,S H A I H Y  M A G A 🇰🇿,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7089021713161177857.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ec802179a08c9c213c2c77d38ef95dfd.json,False,False,Bytes,User16122021Wsl,original sound - magashaihy (Contains music from: User16122021Wsl - Bytes),"Contains music from: ""User16122021Wsl""",[],0,0,Kazakhstan,,0,0,0,0,0,0,0,0,0,0
6,KZ,7099020406673132801,1652869492,"@Janqosh Turarov Жан Байжанбаев , Қуандық аға, Еркебулан Токтар",6683215060884145158,☀️MONA☀️,"Aida Kurmangaliyeva 
collaboration@biphouse.com❤️",0,False,https://www.tiktok.com/@monaalemi/video/7099020406673132801?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099020406673132801&source=h5_m,2440599,1387,400,1517,223189,6945325282219870978,6945325282219870978,72,6945325282219870978,original sound - tyimeedaaqqq (Contains music from: NE ÁŃGIME? - Ирина Кайратовна),"Contains music from: ""NE ÁŃGIME?""",6.903887358169499e+18,🤍,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6945325229367380737.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9361974c7fd66403a8c270bf037e793a.json,False,False,Ирина Кайратовна,NE ÁŃGIME?,original sound - tyimeedaaqqq (Contains music from: NE ÁŃGIME? - Ирина Кайратовна),"Contains music from: ""NE ÁŃGIME?""",[],0,0,Kazakhstan,,0,0,0,0,0,0,0,0,0,0
7,KZ,7089440410895912194,1650638976,На его реакцию😂,6685982291472368646,KARISHA,"По вопросам сотрудничества:romikhafiz@mail.ru 
 Узнать  меня больше 👇🏻😊",0,False,https://www.tiktok.com/@hafizova.13/video/7089440410895912194?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089440410895912194&source=h5_m,5437188,1405,2859,4321,183169,7089440411139214081,7089440411139214081,72,7089440411139214081,original sound - hafizova.13,KARISHA,6.685982291472369e+18,KARISHA,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7089440384073435906.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4bc67ca9f0d703217458ff9553b04956.json,False,False,,,,,[],0,0,Kazakhstan,,0,0,0,0,0,0,0,0,0,0
0,KZ,7099511018543418626,1652983721,😂 ситата😹 #рек #казахстан #алматы #шымкент #қазақтыңжігіттері,6632160822489546757,inkariko,"Zharkent/Almaty ❤️
Insta: inkarikooo",0,False,https://www.tiktok.com/@inkarikooo/video/7099511018543418626?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099511018543418626&source=h5_m,1103951,3390,944,1758,68656,7099510994577246978,7099510994577246978,72,7099510994577246978,original sound - inkarikooo,inkariko,6.632160822489547e+18,inkariko,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7099510978014612226.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/3963da083adbf86369c3fb9406dde6fc.json,False,False,,,,,[],0,0,Kazakhstan,#рек #казахстан #алматы #шымкент #қазақтыңжігіттері,0,0,0,0,0,0,1,1,0,0
1,KZ,7095774040580820225,1652113638,😂😂😂,6697987266276508678,Тот самый Әжесінің Баласы👵🏻,"Ассалямуалейкум🇰🇿
Қош келдің🙌  Всем Рад❤️
Поддержи✊ Подпишись на INSTAGRAM ✅",0,False,https://www.tiktok.com/@ihsanov.official/video/7095774040580820225?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095774040580820225&source=h5_m,2902345,6350,4221,5463,249010,7095774030036290306,7095774030036290306,72,7095774030036290306,original sound - ihsanov.official,Тот самый Әжесінің Баласы👵🏻,6.697987266276509e+18,Тот самый Әжесінің Баласы👵🏻,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7095773994837641985.mp3,,False,False,,,,,[],0,0,Kazakhstan,,0,0,0,0,0,0,0,0,0,0
2,KZ,7102655764459752706,1653715915,без слов. #ninetyone #ик #смит,6768083673255281669,ɴɪɴᴇᴛʏ ᴏɴᴇ,жәй ғана найнтиуан_джуз🦦,0,False,https://www.tiktok.com/@ninetyone_juz/video/7102655764459752706?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102655764459752706&source=h5_m,1251914,2820,3255,7497,191568,7102655760353463041,7102655760353463041,72,7102655760353463041,original sound - ninetyone_juz (Contains music from: Heat Waves - Highcloud),"Contains music from: ""Heat Waves""",6.768083673255282e+18,ɴɪɴᴇᴛʏ ᴏɴᴇ,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102655768520198913.mp3,,False,False,Highcloud,Heat Waves,original sound - ninetyone_juz (Contains music from: Heat Waves - Highcloud),"Contains music from: ""Heat Waves""",[],0,0,Kazakhstan,#ninetyone #ик #смит,0,0,0,0,0,0,0,0,0,0
3,KZ,7079813412066282754,1648397515,Теперь Шаурму сможешь приготовить сам! Продукты заказываю на @wolt.kazakhstan,6740675444200817670,Пардаев Алибек,"Привет друзья 👋
Добро пожаловать во вкусный мир!",0,False,https://www.tiktok.com/@parnishacook/video/7079813412066282754?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7079813412066282754&source=h5_m,6342305,1540,40017,80154,398015,7079813419863444225,7079813419863444225,72,7079813419863444225,original sound - parnishacook,Пардаев Алибек,6.740675444200818e+18,Пардаев Алибек,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7079813399206546177.mp3,,False,False,,,,,[],0,0,Kazakhstan,,0,0,0,0,0,0,0,0,0,0
4,KZ,7095720096022269185,1652101079,а кто не смотрит?,6818218921636742149,🇩🇰,"18 y.o-новый аккаунт в тт (dwaznxiwaa)🔙

inst {daniyadd} 🔙

скромная наверное",0,False,https://www.tiktok.com/@dwaznxiwa/video/7095720096022269185?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095720096022269185&source=h5_m,1089769,2671,1127,2157,84442,7054389232877554478,7054389232877554478,72,7054389232877554478,original sound - simp_hubofficiall (Contains music from: Space Cadet - Metro Boomin),"Contains music from: ""Space Cadet""",7.034611217013294e+18,YOUR LOCAL ✨SIMP✨,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7054389235629804334.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5b6d3107c39b60ec78db407a3f34a418.json,False,False,Metro Boomin,Space Cadet,original sound - simp_hubofficiall (Contains music from: Space Cadet - Metro Boomin),"Contains music from: ""Space Cadet""",[],0,0,Kazakhstan,,0,0,0,0,0,0,0,0,0,0
5,KG,7103109383680232706,1653821531,#fyp #tiktok #😂😂😂,6606581140621606918,meder.bayke,"Все только начинается ❤️
Insta:meder.bayke ❤️",0,False,https://www.tiktok.com/@meder.bayke/video/7103109383680232706?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103109383680232706&source=h5_m,2463783,4331,6553,383,411643,7072479175814187782,7072479175814187782,72,7072479175814187782,Gomy Gomy Gomy (Contains music from: Goumi - Sped Up Version - Myriam Fares),"Contains music from: ""Goumi - Sped Up Version""",6.831674564565763e+18,Iconicfatma,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7072479167769873157.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d203808dc93f54480af65167e04b08e8.json,False,False,Myriam Fares,Goumi - Sped Up Version,Gomy Gomy Gomy (Contains music from: Goumi - Sped Up Version - Myriam Fares),"Contains music from: ""Goumi - Sped Up Version""",[],0,0,Kazakhstan,#fyp #tiktok #😂😂😂,0,1,0,0,0,0,0,0,0,0
6,KZ,7103506539255827713,1653914001, ,7057112520163148805,👩‍👧‍👧TERMINATOP MAM👩‍👧‍👧,Реклама бойынша Инстадада жазамыз!,0,False,https://www.tiktok.com/@gugusha.terminator_2/video/7103506539255827713?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103506539255827713&source=h5_m,476645,2,1093,25,16736,7103506532708436737,7103506532708436737,72,7103506532708436737,original sound - gugusha.terminator_2,👩‍👧‍👧TERMINATOP MAM👩‍👧‍👧,7.057112520163149e+18,👩‍👧‍👧TERMINATOP MAM👩‍👧‍👧,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7103506523577469697.mp3,,False,False,,,,,[],0,0,Kazakhstan,,0,0,0,0,0,0,0,0,0,0
7,KZ,7102372040794983682,1653649855,@_ulanchik_01,7001897692767388674,Zeynep🤍,"Зейнеп
Нурик мой друг ❗",0,False,https://www.tiktok.com/@zqnxp/video/7102372040794983682?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102372040794983682&source=h5_m,1092047,1422,286,1210,109042,7090984874802219781,7090984874802219781,72,7090984874802219781,habibi,𝐬𝐩𝐞𝐞𝐝 𝐬𝐨𝐧𝐠𝐬 <3,7.05500172140413e+18,𝐬𝐩𝐞𝐞𝐝 𝐬𝐨𝐧𝐠𝐬 <3,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7090984883866143493.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5b64cca37f8b97b5f7da64de55926014.json,False,False,,,,,[],0,0,Kazakhstan,,0,0,0,0,0,0,0,0,0,0
0,KZ,7101244536311090434,1653387337,Inst : yeldosaytuganov,6778882172427617285,Yeldos,Связь со мной⤵️,0,False,https://www.tiktok.com/@yeldosaytuganov/video/7101244536311090434?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101244536311090434&source=h5_m,1900617,1480,1507,2297,194850,7087113235861719813,7087113235861719813,72,7087113235861719813,original sound - stirflex (Contains music from: Gogo Dance - El Alfa & Chael Produciendo),"Contains music from: ""Gogo Dance""",6.92775759039221e+18,Stirflex,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7087113283337063173.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/1ff08a299e2db4c70d7a2a994177212b.json,False,False,El Alfa & Chael Produciendo,Gogo Dance,original sound - stirflex (Contains music from: Gogo Dance - El Alfa & Chael Produciendo),"Contains music from: ""Gogo Dance""",[],0,0,Kazakhstan,,0,0,0,0,0,0,0,0,0,0
1,KZ,7097591076998941953,1652536700,🇰🇬 or 🇰🇿? @kagiristwins,7070852421391746050,4girls.team,"Goal 2million 🍋
🇰🇬Bishkek/Kyrgyzstan🇰🇬
(единственный аккаунт)",0,False,https://www.tiktok.com/@4girls.team/video/7097591076998941953?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097591076998941953&source=h5_m,3302547,4345,479,3049,262428,7072479175814187782,7072479175814187782,72,7072479175814187782,Gomy Gomy Gomy (Contains music from: Goumi - Sped Up Version - Myriam Fares),"Contains music from: ""Goumi - Sped Up Version""",6.831674564565763e+18,Iconicfatma,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7072479167769873157.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d203808dc93f54480af65167e04b08e8.json,False,False,Myriam Fares,Goumi - Sped Up Version,Gomy Gomy Gomy (Contains music from: Goumi - Sped Up Version - Myriam Fares),"Contains music from: ""Goumi - Sped Up Version""",[],0,0,Kazakhstan,,0,0,0,0,0,0,0,0,0,0
2,KZ,7103444130931412225,1653899471,твой суеверный братишка,6792219783892173829,Фикус,📬 fikusx@bravetalents.com,0,False,https://www.tiktok.com/@fikusvkorne/video/7103444130931412225?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103444130931412225&source=h5_m,474451,441,494,1060,87816,7103444122991627009,7103444122991627009,72,7103444122991627009,original sound - fikusvkorne,Фикус,6.792219783892174e+18,Фикус,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7103444068923263746.mp3,,False,False,,,,,[],0,0,Kazakhstan,,0,0,0,0,0,0,0,0,0,0
3,KG,7102788899348499713,1653746913,Куурдак по дружеский @MansurSerikov @Болат Кобыланды #кыргызстан #узбекистан #казакстан,6856269918075323397,Kekeev,"кафе Kekeev  :Горького 9/1

YouTube: Kekeev Lights",0,False,https://www.tiktok.com/@kekeev_/video/7102788899348499713?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102788899348499713&source=h5_m,1402262,1133,632,989,104358,7102788947595545345,7102788947595545345,72,7102788947595545345,original sound - kekeev_,Kekeev,6.856269918075323e+18,Kekeev,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102788943447345922.mp3,,False,False,,,,,[],0,0,Kazakhstan,#кыргызстан #узбекистан #казакстан,0,0,0,0,0,0,0,0,0,0
4,KZ,7101754695764512001,1653506118,#fypシ #on #fyp,6834136810815554565,𝓖𝓾𝓵𝓷𝓸𝔃𝓪 𝓓𝓲𝓶𝓮𝓽𝓸𝓿,"18 y.o
📍Turkestan📍",0,False,https://www.tiktok.com/@dimetovaa/video/7101754695764512001?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101754695764512001&source=h5_m,2254329,1064,4177,323,163692,7101754681424186114,7101754681424186114,72,7101754681424186114,original sound - dimetovaa (Contains music from: MIDDLE OF THE NIGHT - Elley Duhé),"Contains music from: ""MIDDLE OF THE NIGHT""",6.834136810815555e+18,𝓖𝓾𝓵𝓷𝓸𝔃𝓪 𝓓𝓲𝓶𝓮𝓽𝓸𝓿,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7101754684699855617.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/04a4eaf5ac59499fbb96e1d770b0d68b.json,False,False,Elley Duhé,MIDDLE OF THE NIGHT,original sound - dimetovaa (Contains music from: MIDDLE OF THE NIGHT - Elley Duhé),"Contains music from: ""MIDDLE OF THE NIGHT""",[],0,0,Kazakhstan,#fypシ #on #fyp,0,1,1,1,0,0,0,0,0,0
