,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_crushhousekg,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_viral,hash_дуэт,hash_кыргызстан,hash_рек,hash_рекомендации
0,GE,7102682081527958789,1653722047,asdor love story😍#hercaiismyyy❤️❤️❤️ #kardeşlerim,6904649513518482437,❣️H/K❤️,დიდი მადლობა 10k ფოლოვერისᲗᲕᲘს (ყველა ვიდეო არ დამილაიქოᲗ ᲑᲐᲜᲘ ᲓᲐᲛᲔᲓᲔᲑᲐ❤️❤️),0,False,https://www.tiktok.com/@tdiziiediits/video/7102682081527958789?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102682081527958789&source=h5_m,74125,25,160,899,5548,7102682035889654533,7102682035889654533,72,7102682035889654533,original sound - tdiziiediits,❣️H/K❤️,6.904649513518482e+18,❣️H/K❤️,False,True,https://sf58-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102682045121465093.mp3,,False,False,,,,,[],0,0,Kyrgyzstan,#hercaiismyyy❤️❤️❤️ #kardeşlerim,0,0,0,0,0,0,0,0,0,0
1,KG,7102429644007165186,1653663266,#cadh,6868668461289374721,Crush House,"На 5🍋  сделаем ФАН встречу😍 
 Inst:Crushhouse_",0,False,https://www.tiktok.com/@crushhouse_/video/7102429644007165186?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102429644007165186&source=h5_m,1771537,1952,313,1481,144616,6746993352891189249,6746993352891189249,10033,6746993352891189249,Monkeys Spinning Monkeys,Kevin MacLeod & Kevin The Monkey,,,False,True,https://sf58-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/ea8ca7768b2142be9cafe3284d9b97fa,https://sf58-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/bd04654513374431956fb38fa9f8db1b,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1581990211', 'external_song_key': 'apple_song_id'}]",0,0,Kyrgyzstan,#cadh,0,0,0,0,0,0,0,0,0,0
2,KZ,7097591076998941953,1652536700,🇰🇬 or 🇰🇿? @kagiristwins,7070852421391746050,4girls.team,"Goal 2million 🍋
🇰🇬Bishkek/Kyrgyzstan🇰🇬
(единственный аккаунт)",0,False,https://www.tiktok.com/@4girls.team/video/7097591076998941953?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097591076998941953&source=h5_m,3304203,4345,479,3050,262488,7072479175814187782,7072479175814187782,72,7072479175814187782,Gomy Gomy Gomy (Contains music from: Goumi - Sped Up Version - Myriam Fares),"Contains music from: ""Goumi - Sped Up Version""",6.831674564565763e+18,Iconicfatma,False,True,https://sf58-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7072479167769873157.mp3,https://sf58-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d203808dc93f54480af65167e04b08e8.json,False,False,Myriam Fares,Goumi - Sped Up Version,Gomy Gomy Gomy (Contains music from: Goumi - Sped Up Version - Myriam Fares),"Contains music from: ""Goumi - Sped Up Version""",[],0,0,Kyrgyzstan,,0,0,0,0,0,0,0,0,0,0
3,KZ,7089021723374390529,1650541493,❤️❤️❤️,6830732632230315014,S H A I H Y  M A G A 🇰🇿,,0,False,https://www.tiktok.com/@magashaihy/video/7089021723374390529?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089021723374390529&source=h5_m,20767167,12164,16584,43918,1647236,7089021717745634049,7089021717745634049,72,7089021717745634049,original sound - magashaihy (Contains music from: User16122021Wsl - Bytes),"Contains music from: ""User16122021Wsl""",6.830732632230315e+18,S H A I H Y  M A G A 🇰🇿,False,True,https://sf58-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7089021713161177857.mp3,https://sf58-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/ec802179a08c9c213c2c77d38ef95dfd.json,False,False,Bytes,User16122021Wsl,original sound - magashaihy (Contains music from: User16122021Wsl - Bytes),"Contains music from: ""User16122021Wsl""",[],0,0,Kyrgyzstan,,0,0,0,0,0,0,0,0,0,0
4,KG,7101435758157827329,1653431861,#fypシon #приро #лош #кыргызтан #казакстан,7039556599925736453,taalaibekovi4__,,0,False,https://www.tiktok.com/@taalaibekovi4__/video/7101435758157827329?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101435758157827329&source=h5_m,1153082,341,8693,25195,104152,7101435721768766210,7101435721768766210,72,7101435721768766210,original sound - taalaibekovi4__,taalaibekovi4__,7.039556599925736e+18,taalaibekovi4__,False,True,https://sf58-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7101435644890712834.mp3,https://sf58-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4aa993f708972a1df781fde0ec5a70c4.json,False,False,,,,,[],0,0,Kyrgyzstan,#fypシon #приро #лош #кыргызтан #казакстан,0,0,0,0,0,0,0,0,0,0
5,KZ,7103095078276566273,1653818200,🕊,6996234035831964673,𝙳𝙴𝙴𝙰𝙿𝙴𝚁,"Всё видео, цитаты, не про меня** 
Все треки тут🔽",0,False,https://www.tiktok.com/@deeaper.n/video/7103095078276566273?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103095078276566273&source=h5_m,1681606,631,17207,40029,300830,7103095074522712833,7103095074522712833,72,7103095074522712833,original sound - deeaper.n,𝙳𝙴𝙴𝙰𝙿𝙴𝚁,6.996234035831965e+18,𝙳𝙴𝙴𝙰𝙿𝙴𝚁,False,True,https://sf58-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7103095058727045890.mp3,,False,False,,,,,[],0,0,Kyrgyzstan,,0,0,0,0,0,0,0,0,0,0
6,KG,7100190214932532482,1653141859,Как в сказке🫶🏻,6719472909057999878,po prikolu,memory album💓,0,False,https://www.tiktok.com/@777aaai/video/7100190214932532482?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100190214932532482&source=h5_m,6681113,3986,12903,21760,848241,7099164781953354497,7099164781953354497,24,7099164781953354497,original sound - havimood (Contains music from: Middle Of The Night (Violin) - Joel Sunny),"Contains music from: ""Middle Of The Night (Violin)""",7.640215842997453e+16,havimood,False,True,https://sf58-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7099164780564417281.mp3,https://sf58-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/cbf8560bf9f63aa33941601f73df88ea.json,False,False,Joel Sunny,Middle Of The Night (Violin),original sound - havimood (Contains music from: Middle Of The Night (Violin) - Joel Sunny),"Contains music from: ""Middle Of The Night (Violin)""",[],0,0,Kyrgyzstan,,0,0,0,0,0,0,0,0,0,0
7,TR,7103554059331718401,1653925065,Allooo😅🤍 #afghanistan #ozbekiston,25087770,Aydas,"عايدة 
İnstagram/aaydasss
Snapchat/aiiidasd
📍Dubai",0,False,https://www.tiktok.com/@aydas/video/7103554059331718401?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103554059331718401&source=h5_m,475412,1246,185,893,50304,6800314718356572934,6800314718356572934,72,6800314718356572934,original sound - __tanha_18,Tofan,1.7643596268250317e+17,Tofan,False,True,https://sf58-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1660234190592037.mp3,https://sf58-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/dca5c90599a5423dac7c41c8ebf06ed9.json,False,False,,,,,[],0,0,Kyrgyzstan,#afghanistan #ozbekiston,0,0,0,0,0,0,0,0,0,0
0,DE,7088353302747876613,1650385863,The edit looked better in my mind 🤔| #muhtesemyuzyil #muhteşemyüzyıl #turkishseries #dizi #firstlook #viral #goviral,6922343236511106050,𝕩𝕥𝕦𝕣𝕜𝕚𝕤𝕙𝕤𝕖𝕣𝕚𝕖𝕤🦋,"ᴛᴜʀᴋɪꜱʜ ꜱᴇʀɪᴇꜱ ᴇᴅɪᴛꜱ 🎬
  𝕋𝕪 𝕗𝕠𝕣 𝟛,𝟙𝕄! 🤍
𝕤𝕙𝕖/𝕙𝕖𝕣",0,False,https://www.tiktok.com/@xturkishseries/video/7088353302747876613?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7088353302747876613&source=h5_m,6668439,2873,5456,748,695623,7088353479630965509,7088353479630965509,72,7088353479630965509,original sound - xturkishseries (Contains music from: Love Story Speed up - CruFly),"Contains music from: ""Love Story Speed up""",6.922343236511106e+18,𝕩𝕥𝕦𝕣𝕜𝕚𝕤𝕙𝕤𝕖𝕣𝕚𝕖𝕤🦋,False,True,https://sf58-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7088353464014949126.mp3,https://sf58-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2f5774f86328d2495bedc9140fd418c5.json,False,False,CruFly,Love Story Speed up,original sound - xturkishseries (Contains music from: Love Story Speed up - CruFly),"Contains music from: ""Love Story Speed up""",[],0,0,Kyrgyzstan,#muhtesemyuzyil #muhteşemyüzyıl #turkishseries #dizi #firstlook #viral #goviral,0,0,0,0,0,1,0,0,0,0
1,US,7092381464116874501,1651323744,Have anyone dilened?#egirl #fypシ #sexy #foryou 👄,7081425653036368902,Talyor Aisha,Love life,0,False,https://www.tiktok.com/@talyoraisha/video/7092381464116874501?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092381464116874501&source=h5_m,10860756,4055,13488,2083,1125576,7092381439882316549,7092381439882316549,72,7092381439882316549,original sound - talyoraisha (Contains music from: Lucifer - 郭晨阳),"Contains music from: ""Lucifer""",7.081425653036369e+18,Talyor Aisha,False,True,https://sf58-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7092381446861507333.mp3,https://sf58-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9be65818d6100371bf15c9e78edd590f.json,False,False,郭晨阳,Lucifer,original sound - talyoraisha (Contains music from: Lucifer - 郭晨阳),"Contains music from: ""Lucifer""",[],0,0,Kyrgyzstan,#egirl #fypシ #sexy #foryou,0,1,0,0,1,0,0,0,0,0
2,KZ,7103163613157821698,1653834157,Пацаны койсандарш 😂 #рек #fyp,13479262,Baha Puper,"Instagram: @baha_puper
Follow me ✅",0,False,https://www.tiktok.com/@baha_puper/video/7103163613157821698?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103163613157821698&source=h5_m,1212453,901,5232,6175,65359,7062635585013304069,7062635585013304069,72,7062635585013304069,original sound - alexandra__gmn,Alexandra_ Gmn_🥰,6.764380215848502e+18,Alexandra_ Gmn_🥰,False,True,https://sf58-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7062635625983298309.mp3,https://sf58-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/8d943ea63db556629ecd225a09d4f69b.json,False,False,,,,,[],0,0,Kyrgyzstan,#рек #fyp,0,0,0,1,0,0,0,0,1,0
3,KZ,7099384647041158402,1652954298,#самаясамая  #нурмухаммеджакыпсамаясамая,6982156906233283586,nurmuhammed_ibragim,"Ссылка на новый трек
👇👇👇",0,False,https://www.tiktok.com/@nurmuhammed_ibragim/video/7099384647041158402?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099384647041158402&source=h5_m,3606586,1225,3145,5430,179050,7099384640934267650,7099384640934267650,72,7099384640934267650,original sound - nurmuhammed_ibragim (Contains music from: Самая Самая - Nurmuhammed Jaqyp),"Contains music from: ""Самая Самая""",6.982156906233284e+18,nurmuhammed_ibragim,False,True,https://sf58-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7099384615386893057.mp3,https://sf58-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/dd0a85e74ed9468f42f7017f46cfd4fe.json,False,False,Nurmuhammed Jaqyp,Самая Самая,original sound - nurmuhammed_ibragim (Contains music from: Самая Самая - Nurmuhammed Jaqyp),"Contains music from: ""Самая Самая""",[],0,0,Kyrgyzstan,#самаясамая #нурмухаммеджакыпсамаясамая,0,0,0,0,0,0,0,0,0,0
4,US,7103334047237131521,1653873844,Kayf😍,6779282350519698438,liil.khuramov✔️,Actor and blogger,0,False,https://www.tiktok.com/@liil.khuramov/video/7103334047237131521?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103334047237131521&source=h5_m,302063,215,22,99,8931,7078738050712374021,7078738050712374021,72,7078738050712374021,satisfaction,🚺,7.037824469678687e+18,🚺,False,True,https://sf58-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7078738052641753861.mp3,https://sf58-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/953eab82da1cbe84ccf39e75ccc4c922.json,False,False,,,,,[],0,0,Kyrgyzstan,,0,0,0,0,0,0,0,0,0,0
5,KZ,7102112364526374145,1653589394,#2022 #prom #fypシ #ful,6764602982614680582,qwllz,Inst👉🏻 nur1la13,0,False,https://www.tiktok.com/@qwllzzo/video/7102112364526374145?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102112364526374145&source=h5_m,2592513,677,2418,780,76239,7102112356502620929,7102112356502620929,72,7102112356502620929,original sound - qwllzzo,qwllz,6.764602982614681e+18,qwllz,False,True,https://sf58-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7102117550602963713.mp3,,False,False,,,,,[],0,0,Kyrgyzstan,#2022 #prom #fypシ #ful,0,0,0,0,1,0,0,0,0,0
6,KG,7099702532011724033,1653028312,"спорим, отвечу на все коменты🤓",6627431491288694789,айвин,"follow my instagram🐢
member of @crushhouse_🐌🐿",0,False,https://www.tiktok.com/@iwin.oo/video/7099702532011724033?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099702532011724033&source=h5_m,1357195,7090,451,2522,246127,7086477926132894470,7086477926132894470,10036,7086477926132894470,Gogo Dance,El Alfa & Chael Produciendo,,,False,False,https://sf58-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/16ed938aa03f47f99990ab584998ee21,https://sf58-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/32f4070dfb2a447d87c154d854ebe59a,False,True,,,,,[],0,0,Kyrgyzstan,,0,0,0,0,0,0,0,0,0,0
7,TR,7092740984810769665,1651407450, ,6976279934206395398,SITARA,ИМЕЮЩИЙ ТЕРПЕНИЕ—ИМЕЕТ ВСЕХ 😎 🤘🏻,0,False,https://www.tiktok.com/@sitaravahab/video/7092740984810769665?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092740984810769665&source=h5_m,13229508,16361,9437,1652,406726,7086212047507032833,7086212047507032833,72,7086212047507032833,original sound - atori__63 (Contains music from: Not Afraid - DJ Emirhan),"Contains music from: ""Not Afraid""",7.086209002522609e+18,Atori,False,True,https://sf58-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7086212028280359682.mp3,https://sf58-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0419ffed6d6219d0862131387f3a9717.json,False,False,DJ Emirhan,Not Afraid,original sound - atori__63 (Contains music from: Not Afraid - DJ Emirhan),"Contains music from: ""Not Afraid""",[],0,0,Kyrgyzstan,,0,0,0,0,0,0,0,0,0,0
0,KG,7097993861816995074,1652630481,ну и легендарное🤍 @f4team.q,7070852421391746050,4girls.team,"Goal 2million 🍋
🇰🇬Bishkek/Kyrgyzstan🇰🇬
(единственный аккаунт)",0,False,https://www.tiktok.com/@4girls.team/video/7097993861816995074?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097993861816995074&source=h5_m,9911181,6471,7338,26957,1240810,7076716994933967642,7076716994933967642,72,7076716994933967642,Despacito Magik Edit (Contains music from: Despacito - Remix - Luis Fonsi & Daddy Yankee),"Contains music from: ""Despacito - Remix""",6.768412728564254e+18,Kuya Magik,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7076714810171853594.mp3,https://sf58-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/6946d05949572c299c69050a50227934.json,False,False,Luis Fonsi & Daddy Yankee,Despacito - Remix,Despacito Magik Edit (Contains music from: Despacito - Remix - Luis Fonsi & Daddy Yankee),"Contains music from: ""Despacito - Remix""",[],0,0,Kyrgyzstan,,0,0,0,0,0,0,0,0,0,0
1,KG,7083212347506003202,1649188892,#дуэт с @brynnemarieeee как это понять ?!🤨,6651132566701522950,SHABDANOVAaa,"Instagram: @shabdanova.aidai💌 
Участница : @crushhose_
Kyrgyzstan/Bishkek📍",0,False,https://www.tiktok.com/@shabdanovaaa/video/7083212347506003202?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083212347506003202&source=h5_m,1944794,427,423,755,76309,7072833381838359338,7072833381838359338,72,7072833381838359338,original sound - huggs4byers (Contains music from: La Monica - VINNE),"Contains music from: ""La Monica""",7.051325885107701e+18,Tik Toker,False,True,https://sf58-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7072833412377316142.mp3,https://sf58-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/6bbddac5d61f7a8c4aec6a4f15530de3.json,False,False,VINNE,La Monica,original sound - huggs4byers (Contains music from: La Monica - VINNE),"Contains music from: ""La Monica""",[],0,0,Kyrgyzstan,#дуэт,0,0,0,0,0,0,1,0,0,0
2,KG,7101290583578184962,1653398059,#cadh #crushhousekg #fyp,6868668461289374721,Crush House,"На 5🍋  сделаем ФАН встречу😍 
 Inst:Crushhouse_",0,False,https://www.tiktok.com/@crushhouse_/video/7101290583578184962?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101290583578184962&source=h5_m,1310676,969,313,1770,81344,6752513449697216514,6752513449697216514,10033,6752513449697216514,Classical Music,Classical Music,,,False,True,https://sf58-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/d9394a1198974877beb6ed1d2ac2330a,https://sf58-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/386b96f3962e47aba0fefbdf6ed65aaf,False,True,,,,,[],0,0,Kyrgyzstan,#cadh #crushhousekg #fyp,1,0,0,1,0,0,0,0,0,0
3,KG,7103436117545864449,1653897605, ,6761781507007824901,🥺❤️,,0,False,https://www.tiktok.com/@or0zobaev__7/video/7103436117545864449?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103436117545864449&source=h5_m,201765,166,55,5,10436,7074912610465975067,7074912610465975067,10036,7074912610465975067,Se Acabo (feat. Method Man) (Remix),The Beatnuts,,,False,True,https://sf58-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/83967713a929434f8e9e7f3d45d7abc1,https://sf58-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/90a3d2fbdde743b1ad7a58b5ba95f3d9,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '322754275', 'external_song_key': 'apple_song_id'}]",0,0,Kyrgyzstan,,0,0,0,0,0,0,0,0,0,0
4,US,7096849321223556358,1652363997,#borås #stramkurs #fyp #quoran,6611265109475983365,Violently Stoned Panda,Not stoned (Legal reasons),0,False,https://www.tiktok.com/@munchurpp/video/7096849321223556358?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096849321223556358&source=h5_m,15879509,56201,33685,392,861590,7096849273202952965,7096849273202952965,72,7096849273202952965,original sound - munchurpp,Violently Stoned Panda,6.611265109475983e+18,Violently Stoned Panda,False,True,https://sf58-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096849294690437893.mp3,,False,False,,,,,[],0,0,Kyrgyzstan,#borås #stramkurs #fyp #quoran,0,0,0,1,0,0,0,0,0,0
5,KG,7089874251578199298,1650739987, ,6657661377405370373,ademi,Почта: imedaademi@nextupmedia.ru,0,False,https://www.tiktok.com/@imedaademi/video/7089874251578199298?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089874251578199298&source=h5_m,44344208,117711,266619,328643,8444786,7077608798868736774,7077608798868736774,72,7077608798868736774,original sound - bestspedup,sped up songs ❤️‍🩹,7.057104042099181e+18,sped up songs ❤️‍🩹,False,True,https://sf58-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7077608815172078342.mp3,https://sf58-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/2dccd38fa4639cbef5776599295630bf.json,False,False,,,,,[],0,0,Kyrgyzstan,,0,0,0,0,0,0,0,0,0,0
6,KG,7089865135061241089,1650737864,Ууооххх беллльааа 😍 #birimkuloff #охбля #цыганка #любовь,6755896064707101701,TOLIK BIRIMKULOV,ТикТокОфф,0,False,https://www.tiktok.com/@birimkuloff/video/7089865135061241089?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089865135061241089&source=h5_m,1099915,1374,435,673,60744,7089865118296722177,7089865118296722177,72,7089865118296722177,original sound - birimkuloff,TOLIK BIRIMKULOV,6.755896064707102e+18,TOLIK BIRIMKULOV,False,True,https://sf58-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7089865109153532673.mp3,,False,False,,,,,[],0,0,Kyrgyzstan,#birimkuloff #охбля #цыганка #любовь,0,0,0,0,0,0,0,0,0,0
7,UZ,7101762613645741313,1653507961,"11 ""Б"" 🤧🤍 #выпускной #2022 #последнийзвонок",6630460127009193990,Alina🍃,"17🖤
Tashkent, Uzbekistan🇺🇿
𝐈𝐧𝐬𝐭: 𝐢𝐭𝐬𝐥𝐢𝐧𝐢𝐞𝐞💕",0,False,https://www.tiktok.com/@itslinie/video/7101762613645741313?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101762613645741313&source=h5_m,318883,169,85,33,13838,6910935716604151810,6910935716604151810,10033,6910935716604151810,Выпускной (Медлячок),Баста,,,False,True,https://sf58-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/65c7fed543e54b24b91c99fec24cd351,https://sf58-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/d33314d278ad4f748570ade8f5d78445,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1112971495', 'external_song_key': 'apple_song_id'}]",0,0,Kyrgyzstan,#выпускной #2022 #последнийзвонок,0,0,0,0,0,0,0,0,0,0
0,NG,7095134775760932102,1651964799,Damn Bella swan is fucking pretty 😍 #twilight #twilighttiktok #bellaswan,6806350543083258886,Kokolisa,"Entertaining you is my pleasure🥰
#twilight fan #blackpink Lisa fan #koreafan",0,False,https://www.tiktok.com/@userkokolisa/video/7095134775760932102?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095134775760932102&source=h5_m,17195478,4717,4296,14713,988238,6732318910667901702,6732318910667901702,10036,6732318910667901702,Into Your Arms (feat. Ava Max),Witt Lowry,,,False,True,https://sf58-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/66a3f99d302345758fb7b5e37bb19ee6,https://sf58-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/6565c284d5d9436f8b20c0c862224c06,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1390134105', 'external_song_key': 'apple_song_id'}]",0,0,Kyrgyzstan,#twilight #twilighttiktok #bellaswan,0,0,0,0,0,0,0,0,0,0
1,KG,7077843999461018881,1647938975,#фиксация,7077273843878298625,i_am_johnny,"Singer 🎶
Guitarist 🎸
Actor Dbillions 💎",0,False,https://www.tiktok.com/@i_am_johnny___/video/7077843999461018881?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077843999461018881&source=h5_m,2472249,1537,217,966,69869,7040153610591783686,7040153610591783686,72,7040153610591783686,original sound - greenranger403 (Contains music from: Naya Ishq kijeay - Lewane Khan),"Contains music from: ""Naya Ishq kijeay""",6.58120938568224e+18,Sterling Green,False,True,https://sf58-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7040153663067261701.mp3,https://sf58-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d393876531e36c84a72b27a50a752609.json,False,False,Lewane Khan,Naya Ishq kijeay,original sound - greenranger403 (Contains music from: Naya Ishq kijeay - Lewane Khan),"Contains music from: ""Naya Ishq kijeay""",[],0,0,Kyrgyzstan,#фиксация,0,0,0,0,0,0,0,0,0,0
2,IE,7102112471430827269,1653589420,#joke #fyp #🤣🤣🤣 #laugh #comedy #funny,6915824741354882054,josephcawley3,"🤣 I upload funny videos every day🤣
❤️ hope you like them❤️
😊 follow for more",0,False,https://www.tiktok.com/@funnyvideostoday83/video/7102112471430827269?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102112471430827269&source=h5_m,3528830,708,1845,8057,294448,7095049712633531141,7095049712633531141,72,7095049712633531141,make me go viral,josephcawley3,6.915824741354882e+18,josephcawley3,False,True,https://sf58-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095049730895481606.mp3,https://sf58-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/b90af353e336c67d4e8d2c9e4ad4c639.json,False,False,,,,,[],0,0,Kyrgyzstan,#joke #fyp #🤣🤣🤣 #laugh #comedy #funny,0,0,0,1,0,0,0,0,0,0
3,KZ,7098763317971291393,1652809633,where are you from?😍 Inst: kagiristwins,16665941,Kagiris Twins,"inst: kagiristwins 
      20 y.o.
adv: kagiristwins@gmail.com",0,False,https://www.tiktok.com/@kagiristwins/video/7098763317971291393?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098763317971291393&source=h5_m,3493030,5193,587,3623,211134,7072479175814187782,7072479175814187782,72,7072479175814187782,Gomy Gomy Gomy (Contains music from: Goumi - Sped Up Version - Myriam Fares),"Contains music from: ""Goumi - Sped Up Version""",6.831674564565763e+18,Iconicfatma,False,True,https://sf58-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7072479167769873157.mp3,https://sf58-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d203808dc93f54480af65167e04b08e8.json,False,False,Myriam Fares,Goumi - Sped Up Version,Gomy Gomy Gomy (Contains music from: Goumi - Sped Up Version - Myriam Fares),"Contains music from: ""Goumi - Sped Up Version""",[],0,0,Kyrgyzstan,,0,0,0,0,0,0,0,0,0,0
4,US,7086823496705150251,1650029678, ,7064990098341577733,colorvec,No bio yet,0,False,https://www.tiktok.com/@colorvec/video/7086823496705150251?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086823496705150251&source=h5_m,3940037,864,972,2357,130481,7086823491189656366,7086823491189656366,72,7086823491189656366,original sound - colorvec,colorvec,7.064990098341578e+18,colorvec,False,True,https://sf58-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7086823507522620202.mp3,,False,False,,,,,[],0,0,Kyrgyzstan,,0,0,0,0,0,0,0,0,0,0
