,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_bissautiktok,hash_foryou,hash_foryoupage,hash_fy,hash_fyp,hash_fypシ,hash_guinebissautiktok,hash_tiktok,hash_trending,hash_viral
0,GW,7097537808104983813,1652524299,🙏🙏🙏💍💍,6811295455239783430,Saran Bangoura,Je m’en fous de deux choses la vie des gens et l’envie des gens 💖💖💖🙏🙏🙏,0,False,https://www.tiktok.com/@saranbangoura0/video/7097537808104983813?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097537808104983813&source=h5_m,116411,87,72,27,7924,6958901044311395078,6958901044311395078,72,6958901044311395078,original sound - kalil771 (Contains music from: J'ai dit non - Dadju),"Contains music from: ""J'ai dit non""",6.815432535663527e+18,🤴PRINCE🇬🇳🇫🇷,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6958901138519853829.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/f4461a08b30c020c50793d99d1ad6b71.json,False,False,Dadju,J'ai dit non,original sound - kalil771 (Contains music from: J'ai dit non - Dadju),"Contains music from: ""J'ai dit non""",[],0,0,Guinea-Bissau,,0,0,0,0,0,0,0,0,0,0
1,GW,7099820898630372613,1653055872,Até me da susto 😂😂#tiktokguinebissau🇬🇼🇬🇼❤️,6737625559965058053,Princesabalanta,👑,0,False,https://www.tiktok.com/@jessicacacilha/video/7099820898630372613?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099820898630372613&source=h5_m,78899,65,16,320,2545,7099569300994198278,7099569300994198278,72,7099569300994198278,original sound - mamechefamaegrande2705,mamechefamaegrande2705,7.055753325514278e+18,mamechefamaegrande2705,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099569295323155206.mp3,,False,False,,,,,[],0,0,Guinea-Bissau,#tiktokguinebissau🇬🇼🇬🇼❤️,0,0,0,0,0,0,0,0,0,0
2,BR,7081360173494701317,1648757648,Amo o gingado dele hahahaha #neymar #njr #neymarjr #envolver #anitta #trend,6952554711783375878,a neymarzete tá on 😉,esse perfil não aceita críticas ao melhor jogador do mundo vulgo Neymar Jr ❤️,0,False,https://www.tiktok.com/@worldnjr/video/7081360173494701317?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7081360173494701317&source=h5_m,1260050,1143,1642,4198,58012,7028498814554130433,7028498814554130433,10033,7028498814554130433,Envolver,Anitta,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/b9da595ac92742758a78fa7efd992747,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/64d77a1ed52b41a39d8a5009811e2209,True,True,,,,,[],0,0,Guinea-Bissau,#neymar #njr #neymarjr #envolver #anitta #trend,0,0,0,0,0,0,0,0,0,0
3,FR,7096535405536890117,1652290908,La Mélodie 🤩🤩🥵,6582400040765112326,Jaas_blay,"MAIL PRO : Jason.blay@outlook.fr 
PARTENARIAT / COLLAB / PROMOTION 📥",0,False,https://www.tiktok.com/@jaas_blay/video/7096535405536890117?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096535405536890117&source=h5_m,742519,938,2643,313,92352,7062731689696676613,7062731689696676613,72,7062731689696676613,original sound - jaas_blay,Jaas_blay,6.582400040765112e+18,Jaas_blay,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7062731719916735238.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/399624e91165c56c328e4599ad0dcff0.json,False,False,,,,,[],0,0,Guinea-Bissau,,0,0,0,0,0,0,0,0,0,0
4,NG,7091268205502565637,1651064543,My mind Dey for u🥺❤️#empresschi3402,7058235663681913861,🦋❤️Chioma🦋❤️,"❤️🦋CHIOMA🦋❤️
🦋Black ❤️Pearl💎
DM (IG) FOR PROMOTIONS",0,False,https://www.tiktok.com/@empresschi3402/video/7091268205502565637?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091268205502565637&source=h5_m,2760941,2427,4624,35522,167230,6940228643813722886,6940228643813722886,72,6940228643813722886,original sound - camella955 (Contains music from: Forever - Gyakie),"Contains music from: ""Forever""",6.911674956864046e+18,Camie/Melly,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6940228863255530246.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/7b65e111540e79c3826229217646aebf.json,False,False,Gyakie,Forever,original sound - camella955 (Contains music from: Forever - Gyakie),"Contains music from: ""Forever""",[],0,0,Guinea-Bissau,#empresschi3402,0,0,0,0,0,0,0,0,0,0
5,ES,7080900499272207621,1648650622,¡Creando música con un #audi! Creating 🎼 with a 🚗! @marcelotwelve ✨ @camavinga ✨ #AudixRealMadrid #Car #Music #Skills,6693776501107033094,Real Madrid C.F.,"⚽️ The official Real Madrid C.F. account
🏆 14 times European Champions",0,False,https://www.tiktok.com/@realmadrid/video/7080900499272207621?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080900499272207621&source=h5_m,16031393,2068,3257,51409,806665,7080900474580306694,7080900474580306694,72,7080900474580306694,original sound - realmadrid,Real Madrid C.F.,6.693776501107033e+18,Real Madrid C.F.,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7080900486425709317.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/04312efaf4a9fe6f6ce362106cb74cfa.json,False,False,,,,,[],0,0,Guinea-Bissau,#audi! #AudixRealMadrid #Car #Music #Skills,0,0,0,0,0,0,0,0,0,0
6,EG,7101291016799440133,1653398161,hello #ronaldo #benzema #fypシ #viral #fyp #dancewithpubgm #explore,7100642965974041606,Karim Benzema ✔️,"Welcome to the official tik tok page of karim benzema
contact@benzema-karim.com",0,False,https://www.tiktok.com/@karimbenziema/video/7101291016799440133?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101291016799440133&source=h5_m,1537067,141,437,4802,53504,7101291004111670022,7101291004111670022,72,7101291004111670022,original sound - karimbenziema,Karim Benzema ✔️,7.100642965974042e+18,Karim Benzema ✔️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101290997585365766.mp3,,False,False,,,,,[],0,0,Guinea-Bissau,#ronaldo #benzema #fypシ #viral #fyp #dancewithpubgm #explore,0,0,0,0,1,1,0,0,0,1
7,FR,7072055943902645509,1646591338,Aya Nakamura pour le défilé Balenciaga 🥥🖤 #fypシ #ayanakamura #pourtoii,6838124150915040262,Nakamuroos,"Compte FANS officiel de @AyaNakamura ⚠️
Toute son actualité ici  👑",0,False,https://www.tiktok.com/@nakamuuroos/video/7072055943902645509?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7072055943902645509&source=h5_m,3830223,1287,1366,1338,253679,6965744181763426306,6965744181763426306,10033,6965744181763426306,Bobo,Aya Nakamura,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/d280784f12e04c2fb39c706fce7f5745,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/922ae0fa7e49469caa6d3ed492840943,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1568091377', 'external_song_key': 'apple_song_id'}]",0,0,Guinea-Bissau,#fypシ #ayanakamura #pourtoii,0,0,0,0,0,1,0,0,0,0
0,GW,7102047515570212101,1653574297,Discuti ké ku bu Ka sibi n’es ku ita Da nel,7073957268756431878,Wrsulina Fernandes,Seja você mesmo ♥️🇬🇼,0,False,https://www.tiktok.com/@wrsulina/video/7102047515570212101?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102047515570212101&source=h5_m,73870,1179,273,2328,4918,7102047514656279301,7102047514656279301,72,7102047514656279301,original sound - wrsulina,Wrsulina Fernandes,7.073957268756432e+18,Wrsulina Fernandes,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102047524143237894.mp3,,False,False,,,,,[],0,0,Guinea-Bissau,,0,0,0,0,0,0,0,0,0,0
1,GW,7085087704278420741,1649625531,@rosananhamajoevora  #casal #fypシ #amorverdadeiro,6791103088730391558,Helio Fernandes,只要功夫深 铁杵磨成针,0,False,https://www.tiktok.com/@heliofernandes72/video/7085087704278420741?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7085087704278420741&source=h5_m,138556,157,239,2670,4570,7073327379443206939,7073327379443206939,24,7073327379443206939,original sound - dy46z1kz8bjo (Contains music from: Stormy - Aurora Creation),"Contains music from: ""Stormy""",6.96020014304125e+18,Hiển,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7073327372170267418.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/43159b3edc3d017015495ce55709ebe4.json,False,False,Aurora Creation,Stormy,original sound - dy46z1kz8bjo (Contains music from: Stormy - Aurora Creation),"Contains music from: ""Stormy""",[],0,0,Guinea-Bissau,#casal #fypシ #amorverdadeiro,0,0,0,0,0,1,0,0,0,0
2,US,7100233646853917998,1653151971,😭😭#FrunktheBeat #army #militarytiktok #militarylife #haitiantiktok #fyp #fypシ #fypシ,6810097318030033926,Jenny Camp,🏳️‍🌈,0,False,https://www.tiktok.com/@jennycamp7/video/7100233646853917998?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100233646853917998&source=h5_m,1214005,498,166,2184,54771,7093250098850728709,7093250098850728709,72,7093250098850728709,Number one (Contains music from: Number One - Dj Consequence & Dj Tarico),"Contains music from: ""Number One""",7.005517054229644e+18,Symplyciana,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7093250109030615813.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/409e1d8f877e3d05619b2ce25527dda7.json,False,False,Dj Consequence & Dj Tarico,Number One,Number one (Contains music from: Number One - Dj Consequence & Dj Tarico),"Contains music from: ""Number One""",[],0,0,Guinea-Bissau,#FrunktheBeat #army #militarytiktok #militarylife #haitiantiktok #fyp #fypシ #fypシ,0,0,0,0,1,2,0,0,0,0
3,GB,7086192768242011397,1649882824,#afrodance #afrohouse #afrodancer #afrovibes #afrokids #afrodancers #afrobeat #afrobeats #afrohousemusic,6762809826491925510,Afro Dance,Some Afro Dance videos ✌️😁,0,False,https://www.tiktok.com/@afrodance.1/video/7086192768242011397?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086192768242011397&source=h5_m,2932899,1327,4908,69340,351122,7086192773229038342,7086192773229038342,72,7086192773229038342,original sound - afrodance.1 (Contains music from: Armadilha - Guélcio Smith),"Contains music from: ""Armadilha""",6.762809826491926e+18,Afro Dance,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7086192750156106501.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/08c62d1a3b24dd398d7b70acb5b8f8db.json,False,False,Guélcio Smith,Armadilha,original sound - afrodance.1 (Contains music from: Armadilha - Guélcio Smith),"Contains music from: ""Armadilha""",[],0,0,Guinea-Bissau,#afrodance #afrohouse #afrodancer #afrovibes #afrokids #afrodancers #afrobeat #afrobeats #afrohousemusic,0,0,0,0,0,0,0,0,0,0
4,BR,7101312436141051141,1653403147,Justin Timberlake - Mirros que musicaaa 😍 #music #musica #musicas #musicacomlegenda #musicacomletra #cancion #justintimberlake #amor #Love #traducion #traducao #tradution siga para mais musicas e legendas!,6800749401594971141,Leopoldo Brandão,A musica exprime a mais alta filosofia numa linguagem que a razao nao compreende,0,False,https://www.tiktok.com/@motivacaoemusicas/video/7101312436141051141?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101312436141051141&source=h5_m,623985,501,4746,18891,82996,7101312415492590341,7101312415492590341,72,7101312415492590341,original sound - motivacaoemusicas,Leopoldo Brandão,6.800749401594971e+18,Leopoldo Brandão,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101312410140691206.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/481a9eb73ff3777756f03b2464087120.json,False,False,,,,,[],0,0,Guinea-Bissau,#music #musica #musicas #musicacomlegenda #musicacomletra #cancion #justintimberlake #amor #Love #traducion #traducao #tradution,0,0,0,0,0,0,0,0,0,0
5,DE,7101282852234415366,1653396261,#newdancechallenge,6920952310277981186,Imvu tiktok,Abonner vous a mon compte youtube,0,False,https://www.tiktok.com/@rockgirl341/video/7101282852234415366?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101282852234415366&source=h5_m,2820189,0,7065,2797,84086,7097132068441754374,7097132068441754374,72,7097132068441754374,original sound - dadju.community (Contains music from: Ambassadeur - Animateur: Brigade - Dadju),"Contains music from: ""Ambassadeur - Animateur: Brigade""",7.002767654504039e+18,Dadju,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097132081435724549.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/600304e499393ca976a5bdae752e7720.json,False,False,Dadju,Ambassadeur - Animateur: Brigade,original sound - dadju.community (Contains music from: Ambassadeur - Animateur: Brigade - Dadju),"Contains music from: ""Ambassadeur - Animateur: Brigade""",[],0,0,Guinea-Bissau,#newdancechallenge,0,0,0,0,0,0,0,0,0,0
6,NG,7096896778796027142,1652375047,🖇🤍#favour_x7 #bigx7,6941416032905643014,FAVOUR 🥵🦋,"200k before my 1yr 🥺🙏No spam liking😒🙏
pls follow me on ig🥺
@Favour.x7",0,False,https://www.tiktok.com/@favour.x7/video/7096896778796027142?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096896778796027142&source=h5_m,81560,22,19,318,4093,6585869922914536198,6585869922914536198,72,6585869922914536198,Girls Like You (remix),B H A K T A A Y Y Y🌸,2.2217878024772403e+17,B H A K T A A Y Y Y🌸,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1607878398996485.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/8c920897d7af895c745db9163d76dcad.json,False,False,,,,,[],0,0,Guinea-Bissau,#favour_x7 #bigx7,0,0,0,0,0,0,0,0,0,0
7,ZA,7102519927881452806,1653684288, ,6807697654120072198,vusi nova,,0,False,https://www.tiktok.com/@vusynova/video/7102519927881452806?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102519927881452806&source=h5_m,3590807,5316,5683,33346,205396,7093949567481285381,7093949567481285381,10036,7093949567481285381,Buga (Lo Lo Lo),Kizz Daniel & Tekno,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/1e5583a1ea154f6ba01499ffe3936b4a,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/53a160ccc5714d6c986cc822daeb6ddd,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1621384034', 'external_song_key': 'apple_song_id'}]",0,0,Guinea-Bissau,,0,0,0,0,0,0,0,0,0,0
0,GW,7092389143019261189,1651325531,Back to paradise again🌴🤎🇬🇼🥥 @DakostaEcoRetreat #titapipoka #guinebissautiktok🇬🇼 #fypシ #paradise #paradisehotel #senegalaise_tik_tok,6989289394582619142,Tita Pipoka,,0,False,https://www.tiktok.com/@titapipoka/video/7092389143019261189?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7092389143019261189&source=h5_m,132094,126,45,966,5780,7092389109876001541,7092389109876001541,72,7092389109876001541,original sound - titapipoka,Tita Pipoka,6.989289394582619e+18,Tita Pipoka,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7092389112967072517.mp3,,False,False,,,,,[],0,0,Guinea-Bissau,#titapipoka #guinebissautiktok🇬🇼 #fypシ #paradise #paradisehotel #senegalaise_tik_tok,0,0,0,0,0,1,1,0,0,0
1,GW,7089163875202911493,1650574589, ,7065769760471499823,Rihanna & A$AP ROCKY,,0,False,https://www.tiktok.com/@leskardashian1/video/7089163875202911493?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089163875202911493&source=h5_m,88801,30,73,1777,4023,6928351620615669762,6928351620615669762,10033,6928351620615669762,Work (Made Popular By Rihanna ft. Drake) [Vocal Version],Party Tyme Karaoke,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/5b8b07e6afab4c70ab6bf8299ed0d4ba,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/dcc086464c1849d1a6c116556933545d,False,True,,,,,[],0,0,Guinea-Bissau,,0,0,0,0,0,0,0,0,0,0
2,ZA,7099821543517064453,1653056022,@puffydillon,108078375025430528,Mekaila Mathys,"Actress/Dancer/Vocalist/Foodie
Insta: mekaila_mathys
Love God 💗 Love People",0,False,https://www.tiktok.com/@mekailamathys/video/7099821543517064453?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099821543517064453&source=h5_m,862460,183,580,6739,63396,7060633760082511873,7060633760082511873,10033,7060633760082511873,Calm Down,Rema,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/c949a9d3160540c29454422944a94d51,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/497d133b3a174fafb9ec5667c6eb23bb,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1612872897', 'external_song_key': 'apple_song_id'}]",0,0,Guinea-Bissau,,0,0,0,0,0,0,0,0,0,0
3,AE,7074992092988067078,1647274964,😂😂#dubaï🇸🇩,6808278686204560389,Ghandiry Diallo,"Footballeur ⚽️
UAE 🇦🇪",0,False,https://www.tiktok.com/@ghandirydiallo27/video/7074992092988067078?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074992092988067078&source=h5_m,2311048,149,123,2387,82178,6862446673151724293,6862446673151724293,72,6862446673151724293,original sound - tiniwaves,LA TRIPLE T,2.7916622206223565e+17,LA TRIPLE T,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6862446634773662470.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/da939428791ef6742e5462aed5c6082b.json,False,False,,,,,[],0,0,Guinea-Bissau,#dubaï🇸🇩,0,0,0,0,0,0,0,0,0,0
4,NG,7074634082008763654,1647191607,you guys will NOT believe the amount of HOURS it took to create this #trending #foryou #4k #isaac.samz #viral #trend,6954793996795659270,isaacsamz,welcome to my WORLD 🌍,0,False,https://www.tiktok.com/@isaac.samz/video/7074634082008763654?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074634082008763654&source=h5_m,2850203,1049,857,15766,118007,7059815348236798725,7059815348236798725,72,7059815348236798725,no wahala (Contains music from: Go in All - Muzammal),"Contains music from: ""Go in All""",6.691678111505647e+18,k,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7059815377739549445.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/370c0efb2131ace1627cef17feb9c377.json,False,False,Muzammal,Go in All,no wahala (Contains music from: Go in All - Muzammal),"Contains music from: ""Go in All""",[],0,0,Guinea-Bissau,#trending #foryou #4k #isaac.samz #viral #trend,0,1,0,0,0,0,0,0,1,1
5,NG,7103567702509309190,1653928242,"GREETINGS TO OUR FANS FROM TIGRAY, PLEASE SHARE IF YOU ARE A PROUD ONE..we love you 💕💕#fyp #foryou #unclewowo #mcwowo #tigray #tigraytiktok #tigray_ትግራይ #baddestteacher #endtimeteacher",6811785768932934662,Uncle Wowo,"Help us get to 1M followers🙏ENDTIME TEACHER 😂
PROFESSOR OF STRONG WORS💯😜",0,False,https://www.tiktok.com/@officialunclewowo/video/7103567702509309190?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103567702509309190&source=h5_m,203793,1359,747,1368,10537,7103567692494211845,7103567692494211845,72,7103567692494211845,original sound - officialunclewowo,Uncle Wowo,6.811785768932935e+18,Uncle Wowo,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103567684243163909.mp3,,False,False,,,,,[],0,0,Guinea-Bissau,#fyp #foryou #unclewowo #mcwowo #tigray #tigraytiktok #tigray_ትግራይ #baddestteacher #endtimeteacher,0,1,0,0,1,0,0,0,0,0
6,NG,7103226374650891526,1653848770,💜💜💜💜 #fyp #fypシ #viral #guchi,6805239379754304517,Guchi,Original Guchi,0,False,https://www.tiktok.com/@officialguchi/video/7103226374650891526?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103226374650891526&source=h5_m,57048,77,15,354,8709,7099116443559643910,7099116443559643910,72,7099116443559643910,original sound - spxedupsongs,Esteve <3,7.037579377487594e+18,Esteve <3,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099116443568622341.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/5b7875683d77a0e677af0438d3d039e3.json,False,False,,,,,[],0,0,Guinea-Bissau,#fyp #fypシ #viral #guchi,0,0,0,0,1,1,0,0,0,1
7,NG,7089345861548887302,1650616965, ,7033783953921147910,asachioma1,"Asachioma love ❤️u  guy ❤️❤️❤️❤️
Love u guy 💋Asa babe 💋
I love to be friends u",0,False,https://www.tiktok.com/@asachioma1/video/7089345861548887302?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7089345861548887302&source=h5_m,5229814,7495,6460,53943,291794,6940228643813722886,6940228643813722886,72,6940228643813722886,original sound - camella955 (Contains music from: Forever - Gyakie),"Contains music from: ""Forever""",6.911674956864046e+18,Camie/Melly,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6940228863255530246.mp3,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/pattern/7b65e111540e79c3826229217646aebf.json,False,False,Gyakie,Forever,original sound - camella955 (Contains music from: Forever - Gyakie),"Contains music from: ""Forever""",[],0,0,Guinea-Bissau,,0,0,0,0,0,0,0,0,0,0
0,GW,7098736469732248838,1652803383, ,6651789269428682757,Alfa Cante,,0,False,https://www.tiktok.com/@alfacante/video/7098736469732248838?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7098736469732248838&source=h5_m,62396,186,81,474,3252,7098254160181398278,7098254160181398278,72,7098254160181398278,original sound - matchu_duno,Jadinsky,6.823828711545161e+18,Jadinsky,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7098254167289957125.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7718c2eb8b2abfdfccb6554885fde275.json,False,False,,,,,[],0,0,Guinea-Bissau,,0,0,0,0,0,0,0,0,0,0
1,GW,7095333582176013573,1652011086,🇬🇼😂🇬🇼😂Kkkkj,7093185637368988677,GANS BY,SUBSCREVEM-SE NO MEU CANAL YOUTUBE 😂🇬🇼♥️,0,False,https://www.tiktok.com/@gansbygmail.c/video/7095333582176013573?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095333582176013573&source=h5_m,139032,204,572,173,2883,7067137259895655174,7067137259895655174,72,7067137259895655174,original sound - mesigasomali,MESIGA SOMALI,7.047193749840037e+18,MESIGA SOMALI,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7067137238810872582.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d3e073e53aa98c187fee8898f806461a.json,False,False,,,,,[],0,0,Guinea-Bissau,,0,0,0,0,0,0,0,0,0,0
2,NG,7074661368439262469,1647197961,If I broke na your business abeg😂🤲🏻 #crackheadextra,6868330691202761734,Crackheadextra,A Jack of all Crazy🤪,0,False,https://www.tiktok.com/@crackheadextra/video/7074661368439262469?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7074661368439262469&source=h5_m,8116372,8829,10928,76207,793680,7070359283547817985,7070359283547817985,10033,7070359283547817985,Finesse,Pheelz & BNXN,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/a382f117f1e844eb807712a2e88d9db2,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/58385a4393bd4d6a85511c4893cd93e5,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1614660789', 'external_song_key': 'apple_song_id'}]",0,0,Guinea-Bissau,#crackheadextra,0,0,0,0,0,0,0,0,0,0
3,FR,7101673397414825221,1653487190,#partager,6961876241029891078,Barry,,0,False,https://www.tiktok.com/@maryamtelle/video/7101673397414825221?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101673397414825221&source=h5_m,4934903,1441,1538,1042,178219,7093250098850728709,7093250098850728709,72,7093250098850728709,Number one (Contains music from: Number One - Dj Consequence & Dj Tarico),"Contains music from: ""Number One""",7.005517054229644e+18,Symplyciana,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7093250109030615813.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/409e1d8f877e3d05619b2ce25527dda7.json,False,False,Dj Consequence & Dj Tarico,Number One,Number one (Contains music from: Number One - Dj Consequence & Dj Tarico),"Contains music from: ""Number One""",[],0,0,Guinea-Bissau,#partager,0,0,0,0,0,0,0,0,0,0
4,SA,7100539763966348545,1653223244,gavi,7085168600227480578,⚽Football⚽,🏆⚽FOOTBALL⚽🤩,0,False,https://www.tiktok.com/@a7m8a1/video/7100539763966348545?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100539763966348545&source=h5_m,107114,14,78,139,14545,7100539766197734145,7100539766197734145,72,7100539766197734145,original sound - a7m8a1,⚽Football⚽,7.085168600227481e+18,⚽Football⚽,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7100697551350909697.mp3,,False,False,,,,,[],0,0,Guinea-Bissau,,0,0,0,0,0,0,0,0,0,0
