,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,loc,test,hash_foryou,hash_foryoupage,hash_fyp,hash_fypシ,hash_gabon,hash_humour,hash_pourtoi,hash_tiktok,hash_tiktokgabon,hash_viral
2,BE,7100690826732260613,1653258417,#congolaise🇨🇩 #foryou,6982583975011042310,GUIGUYMAKUMBI,free man🇨🇩 🇧🇪,0,False,https://m.tiktok.com/v/7100690826732260613.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100690826732260613&source=h5_m,475594,460,1187,8736,40203,7100691134368434950,7100691134368434950,72,7100691134368434950,original sound - guiguymakumbi,GUIGUYMAKUMBI,6.982583975011042e+18,GUIGUYMAKUMBI,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100691164302478086.mp3,,False,False,,,,,[],0,0,Gabon,#congolaise🇨🇩 #foryou,1,0,0,0,0,0,0,0,0,0
3,GA,7091020866615627013,1651006955, ,150189664170172416,Andre Morgane Angels,,0,False,https://m.tiktok.com/v/7091020866615627013.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091020866615627013&source=h5_m,98792,57,30,346,6511,7081616253235759877,7081616253235759877,72,7081616253235759877,YOUGATAGAA (Contains music from: Muerte - Landy),"Contains music from: ""Muerte""",6.946533822755128e+18,YOUGATAGAA,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7081616261125344006.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9593a01643ee46e67385523ea7a8081d.json,False,False,Landy,Muerte,YOUGATAGAA (Contains music from: Muerte - Landy),"Contains music from: ""Muerte""",[],0,0,Gabon,,0,0,0,0,0,0,0,0,0,0
4,GA,7080829208649354501,1648634024,😂😂😂😭,6862007358462657542,Aminata Tall 😮‍💨,Seul Dieu est au contrôle de ma vie 🙏,0,False,https://m.tiktok.com/v/7080829208649354501.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7080829208649354501&source=h5_m,66321,193,33,509,7310,6971361374328965893,6971361374328965893,72,6971361374328965893,original sound - lambamoisedeluxe2,Kendra Marcelle,6.814843907189573e+18,Kendra Marcelle,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6971361613978913541.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/162cec7e51f9e92f96d5a1f3a8493661.json,False,False,,,,,[],0,0,Gabon,,0,0,0,0,0,0,0,0,0,0
5,GA,7086487716208184581,1649951498,#johandr3 #tiktikgabon🇬🇦tiktok #humour #😂😂😂 #rire_tiktok,6915414231837639686,le docteur de la comédie,No bio yet,0,False,https://m.tiktok.com/v/7086487716208184581.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086487716208184581&source=h5_m,121020,234,178,1587,12516,7082846084766255878,7082846084766255878,72,7082846084766255878,original sound - ozilnguedia,ozilnguedia,6.995406901261747e+18,ozilnguedia,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7082846091352279814.mp3,,False,False,,,,,[],0,0,Gabon,#johandr3 #tiktikgabon🇬🇦tiktok #humour #😂😂😂 #rire_tiktok,0,0,0,0,0,1,0,1,0,0
6,NG,7101340154677267717,1653409602,Big mood💃🕺#bugawonchallenge,6948863036838036486,Jay,"Instagram @ _Amazing_jay_ Pls follow up

Supernatural 💫✨",0,False,https://m.tiktok.com/v/7101340154677267717.html?u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101340154677267717&source=h5_m,2742823,2232,18341,142484,186239,7100817565241019141,7100817565241019141,72,7100817565241019141,original sound - woli_agba_dele_comedian,Woli_Agba_Dele_Comedian IPM,6.970469718412133e+18,Woli_Agba_Dele_Comedian IPM,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7100817554494573318.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/922c06e214007d08561a237b8652269b.json,False,False,,,,,[],0,0,Gabon,#bugawonchallenge,0,0,0,0,0,0,0,0,0,0
0,FR,7099881040633711878,1653069874,Fake étranglement,6840386607049262085,Kev&Aly,"Tu joues à quoi là ? 🤬
humour, jalousie, complicité de couple 
Lui : K_c_mb",0,False,https://www.tiktok.com/@kevinalyssa0/video/7099881040633711878?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099881040633711878&source=h5_m,4407645,2470,10100,211,409576,7099881020711471877,7099881020711471877,72,7099881020711471877,original sound - kevinalyssa0,Kev&Aly,6.840386607049262e+18,Kev&Aly,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099881039392393990.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/03559b3a07932a336bcfab09b077ef64.json,False,False,,,,,[],0,0,Gabon,,0,0,0,0,0,0,0,0,0,0
1,GA,7099818063490469125,1653055211,#duo avec @ldmu2,6994118547924911109,LDMU_OFFICIEL,📩ledroitmonunivers@gmail.com,0,False,https://www.tiktok.com/@ldmu2/video/7099818063490469125?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099818063490469125&source=h5_m,116611,192,612,5279,5696,7095851367947930374,7095851367947930374,72,7095851367947930374,original sound - ldmu2,LDMU_OFFICIEL,6.994118547924911e+18,LDMU_OFFICIEL,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099817284496231173.mp3,,False,False,,,,,[],0,0,Gabon,#duo,0,0,0,0,0,0,0,0,0,0
2,BR,7102907573916929285,1653774544,"Ah sei lá , deu uma vontadezinha  #foryou",6752115289045009414,Priscila Beatrice,"Seja bem vindo ♥
Email: priscilabeatrice.contato@gmail.com
Book me on Cameo👇",0,False,https://www.tiktok.com/@priscila.beatriceoficial/video/7102907573916929285?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102907573916929285&source=h5_m,1021638,291,204,552,41208,7085746986506406661,7085746986506406661,72,7085746986506406661,original sound - patolino.videos (Contains music from: Beat Vou Fazer uma Tatuagem Meme - Pointhits),"Contains music from: ""Beat Vou Fazer uma Tatuagem Meme""",7.085328714553099e+18,patolino.videos,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7085746983160007430.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/cc9f65832eacbe0eb3e640bb54a0557e.json,False,False,Pointhits,Beat Vou Fazer uma Tatuagem Meme,original sound - patolino.videos (Contains music from: Beat Vou Fazer uma Tatuagem Meme - Pointhits),"Contains music from: ""Beat Vou Fazer uma Tatuagem Meme""",[],0,0,Gabon,#foryou,1,0,0,0,0,0,0,0,0,0
3,FR,7102855394963246342,1653762395,J’ai pris des photos deouf vous êtes pas prêts,6813161211775386629,Tam,"The glam king 
business@azula.fr
Spam: more_of_tam",0,False,https://www.tiktok.com/@snatched_by_tam/video/7102855394963246342?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102855394963246342&source=h5_m,105750,73,25,2,11758,7102855397039459077,7102855397039459077,72,7102855397039459077,original sound - snatched_by_tam,Tam,6.813161211775387e+18,Tam,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7102855408016345861.mp3,,False,False,,,,,[],0,0,Gabon,,0,0,0,0,0,0,0,0,0,0
4,FR,7096840284377582853,1652361893,When your cat is a musical genius 😹 #funnycat #catremix #musicproducer,6519519416516875279,TRINIX,"DJ Producteur 🎧
En concert dans toute la France 👇🏼",0,False,https://www.tiktok.com/@trinixmusic/video/7096840284377582853?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096840284377582853&source=h5_m,2463188,1664,7252,1600,345724,7096840258519665414,7096840258519665414,72,7096840258519665414,original sound - trinixmusic,TRINIX,6.519519416516875e+18,TRINIX,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7096840262554618630.mp3,,False,False,,,,,[],0,0,Gabon,#funnycat #catremix #musicproducer,0,0,0,0,0,0,0,0,0,0
5,GA,7101999066577521926,1653563017,Répondre à @qpidonofficiel,6921220791279911942,Empire Minaj,"abonnez-vous je m'abonne en retour
sur Instagram c'est sirani kone💋💦🤑👑",0,False,https://www.tiktok.com/@akouka16/video/7101999066577521926?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101999066577521926&source=h5_m,39722,181,31,15,2135,7101999018028419845,7101999018028419845,72,7101999018028419845,original sound - akouka16,Empire Minaj,6.921220791279912e+18,Empire Minaj,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7101999048541932294.mp3,,False,False,,,,,[],0,0,Gabon,,0,0,0,0,0,0,0,0,0,0
6,FR,7101723238123703557,1653498794,𝗣𝗔𝗜𝗡 𝗩𝗜𝗔𝗡𝗗𝗘 🥩 #recipe #pain #enjoylafamille,6806654446656504837,NiangCook,"CEO #ENJOYLAFAMILLE
Amateur🍴
📨 : niangcook@discovereach.com
📍 Bordeaux 🇫🇷",0,False,https://www.tiktok.com/@niangcook/video/7101723238123703557?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101723238123703557&source=h5_m,962552,326,1130,39,98007,6709398386002380801,6709398386002380801,10033,6709398386002380801,Drogba (Joanna),Afro B,,,False,False,,https://sf16-music-sign.tiktokcdn.com/obj/tos-useast2a-v-2774/ae608d5ce6714e038dfa71c3004ce723?x-expires=1653970039&x-signature=2fDHL7Ge3NYdnyqOTIJww7Q%2FjSY%3D,True,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1451743961', 'external_song_key': 'apple_song_id'}]",0,0,Gabon,#recipe #pain #enjoylafamille,0,0,0,0,0,0,0,0,0,0
7,IT,7095121569126681861,1651961724,#pourtoi,6812896253933519878,Nation Black Mali,"○ News ○ Musique ○ Divertissement ○ Exclus
RESTONS CONCENTRÉ !",0,False,https://www.tiktok.com/@nation_black/video/7095121569126681861?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095121569126681861&source=h5_m,825767,253,2463,33632,64822,7095121561203919622,7095121561203919622,72,7095121561203919622,original sound - nation_black,Nation Black Mali,6.81289625393352e+18,Nation Black Mali,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7095121551602895622.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/f87afc5748766d66a537a416aae66bd2.json,False,False,,,,,[],0,0,Gabon,#pourtoi,0,0,0,0,0,0,1,0,0,0
0,GA,7097560305642786053,1652529536,Bon week-end 😂❤️🇬🇦,6876766847329731585,Flore Ikfa,60k 🥰 merci beaucoup pour les 100k qui sont en chemin ❤️ amusons nous alors 😊,0,False,https://www.tiktok.com/@floreikfa1/video/7097560305642786053?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097560305642786053&source=h5_m,76693,188,115,509,3295,7097560262886755077,7097560262886755077,72,7097560262886755077,original sound - floreikfa1,Flore Ikfa,6.876766847329732e+18,Flore Ikfa,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097560283824098053.mp3,,False,False,,,,,[],0,0,Gabon,,0,0,0,0,0,0,0,0,0,0
1,GA,7097627556504947974,1652545193,🤣💔,6918546464504644614,Maguy Pucette Andeme,Créateur de contenus Audiovisuels❤️,0,False,https://www.tiktok.com/@maguypucetteandeme/video/7097627556504947974?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097627556504947974&source=h5_m,63378,240,16,394,9217,7088381292525456133,7088381292525456133,72,7088381292525456133,original sound - oc_evne,Oc_evne,7.035717186581906e+18,Oc_evne,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7088381299395775238.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/44717b18bd3da5592d7a3306df665af3.json,False,False,,,,,[],0,0,Gabon,,0,0,0,0,0,0,0,0,0,0
2,ZA,7103244927194156294,1653853090,Reply to @andisiwe__ another day playing with the big boys ❤️,6690142900313080837,Claudia Mosenye,Instagram: Claudia.Mosenye,0,False,https://www.tiktok.com/@claudiamosenye/video/7103244927194156294?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103244927194156294&source=h5_m,364478,119,222,2706,27422,7061548590442859266,7061548590442859266,72,7061548590442859266,original sound - game_fboys,game fboys,7.060520308118423e+18,game fboys,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7061548597276084994.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/7cf3c43e7d13f4417a12fd2a2d0290e1.json,False,False,,,,,[],0,0,Gabon,,0,0,0,0,0,0,0,0,0,0
3,FR,7084929306740247814,1649588652,#gedeondelatchetchouva #gedeondelatchetchouvah #225🇨🇮 #tiktokcameroun 🇨🇲 #tiktokfrance🇨🇵 #tiktokcotedivoire #pourtoi #fypシ #tiktokgabon🇬🇦tiktok au moins c’est clair 😂😂😂,6807825107832538117,Twist5 Btwists5,"Instagram: Billtwist5
Snap: Billtwist5",0,False,https://www.tiktok.com/@biltwist5/video/7084929306740247814?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084929306740247814&source=h5_m,246942,398,927,134,15780,7083758653630614277,7083758653630614277,72,7083758653630614277,original sound - alexandra.0236,Alexandra Lemotomo,6.585115480280252e+18,Alexandra Lemotomo,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7083758622106323718.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/a66e6a1b8d44fcc6d6a82f2f949d016e.json,False,False,,,,,[],0,0,Gabon,#gedeondelatchetchouva #gedeondelatchetchouvah #225🇨🇮 #tiktokcameroun #tiktokfrance🇨🇵 #tiktokcotedivoire #pourtoi #fypシ #tiktokgabon🇬🇦tiktok,0,0,0,1,0,0,1,1,1,0
4,GA,7077124137780546822,1647771370, ,6688671084617974790,Diane Flore Zeh,instagram @lady.dayana,0,False,https://www.tiktok.com/@lady.dayana_tiktok/video/7077124137780546822?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7077124137780546822&source=h5_m,68622,143,27,166,2387,7069397405384755974,7069397405384755974,72,7069397405384755974,Mélodie Cover by Warren Saada (Contains music from: Mélodie - Warren Saada),"Contains music from: ""Mélodie""",8.911314308737843e+16,Warren Saada,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7069477368356358917.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/625ddf97828ff3c93a2690e7791c35eb.json,False,False,Warren Saada,Mélodie,Mélodie Cover by Warren Saada (Contains music from: Mélodie - Warren Saada),"Contains music from: ""Mélodie""",[],0,0,Gabon,,0,0,0,0,0,0,0,0,0,0
5,GA,7102002950809062662,1653563921,#gabontiktok🇬🇦 #gabon🇬🇦 #DanceOnToTheNext,7066581039082226693,jess sublime esthétique 💅🏻,"Prothésiste ongulaire 🇬🇦made in Gabon
Tresses africaine 

+241 04 35 25 45",0,False,https://www.tiktok.com/@jesssublime1/video/7102002950809062662?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102002950809062662&source=h5_m,5134,10,1,1,214,7097272725110065926,7097272725110065926,72,7097272725110065926,original sound - jesssublime1,jess sublime esthétique 💅🏻,7.066581039082227e+18,jess sublime esthétique 💅🏻,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7097286107154385669.mp3,,False,False,,,,,[],0,0,Gabon,#gabontiktok🇬🇦 #gabon🇬🇦 #DanceOnToTheNext,0,0,0,0,1,0,0,0,0,0
6,GA,7086039666075405574,1649847178, ,6718437340802827270,Iri Na,Ta star❤,0,False,https://www.tiktok.com/@irina1549/video/7086039666075405574?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7086039666075405574&source=h5_m,111729,104,75,453,4102,7076196656563161862,7076196656563161862,72,7076196656563161862,original sound - dy2radkpu0gt,él dîãblø phénø,7.022288462499186e+18,él dîãblø phénø,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7076196688301460229.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/75f2bc4b0254ffd98114a32fe99ed3c0.json,False,False,,,,,[],0,0,Gabon,,0,0,0,0,0,0,0,0,0,0
0,FR,7102467785691024646,1653672148,@zackaidel @mehdybks,6808642286395098118,ZOUBIR 🧸,"Comme un supermarché, y’a tous les rayons ici 🧸
Mail : zoubir@bts-agency.com",0,False,https://www.tiktok.com/@zoubir.off/video/7102467785691024646?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102467785691024646&source=h5_m,984414,224,36,25,23630,6933454685495887874,6933454685495887874,10033,6933454685495887874,Noya,Ayzha Nyree,,,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/3e7fcb06972a49a1b982dee256433cda,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/faf4d2754f614f1481422982f4967918,False,True,,,,,"[{'h5_url': '', 'partner_name': 'apple', 'partner_song_id': '1555631367', 'external_song_key': 'apple_song_id'}]",0,0,Gabon,,0,0,0,0,0,0,0,0,0,0
